brand_code,brand_description
72359,"Benziq Wash"
72365,"Scopalamine Hydrobromide"
72367,"Quinine Sulfate Anhydrous"
72368,"Quinine Sulfate Dihydrate"
72370,"Pyrimethamine"
72376,"Methacholine Chloride"
72379,"Mafenide Acetate"
72383,"Acetylcholine Chloride"
72389,"Amobarbital Sodium"
72391,"Calcium Hydroxide"
72396,"CycloSPORINE A"
72399,"Diazoxide"
72408,"Hydrocortisone Butyrate"
72410,"Hydrocortisone Sodium Phosphate"
72412,"Epinephrine Bitartrate"
72417,"Neostigmine Bromide"
72420,"Nicotinamide"
72423,"Potassium Guaiacolsulfonate"
72427,"Pilocarpine Nitrate"
72429,"Praziquantel"
72431,"Elon Herbal Foot Cream"
72433,"Elon Dual Defense Anti-Fungal Formula"
72435,"Elon Barrier Protectant"
72439,"L-Cysteine Hydrochloride Monohydrate"
72441,"Sodium Alginate"
72442,"Azithromycin"
72447,"Tylenol Cold Non-Drowsy Caplets"
72449,"Motrin Infant Drops"
72451,"Guaifenex PSE 85"
72453,"Disney Winnie the Pooh Complete"
72455,"Disney Winnie the Pooh with Extra C"
72457,"Disney Winnie the Pooh Gummies"
72459,"Lidosense5"
72468,"Mucus Relief DM"
72470,"Tylenol Cold Non-Drowsy Gelcaps"
72483,"Arranon"
72513,"Mucinex D"
72527,"Ayr Sinus Rinse Kit"
72534,"Cresylate"
72539,"Tinidazole"
72541,"Trimipramine Maleate"
72545,"Zinc Acetate"
72549,"Folgard RX"
72558,"MD-76 R"
72561,"Pepcid AC Maximum Strength"
72591,"Clobetasol 17 Propionate"
72592,"Scopalamine Hydrobromide Trihydrate"
72593,"PrednisoLONE Micronized"
72595,"Hyoscyamine Hydrobromide"
72596,"Flunisolide Micronized"
72597,"Ferrous Sulfate Heptahydrate"
72599,"Edetate Disodium Dihydrate"
72600,"Cupric Sulfate Monohydrate"
72601,"Cupric Sulfate Pentahydrate"
72616,"Jack & Jill Thin Strips Cough"
72622,"Daytime Cold and Flu Relief"
72666,"Exjade"
72673,"Fluarix"
72675,"Euflexxa"
72679,"Poly-Vent"
72686,"Hepatasol Sulfite-Free"
72708,"NuZon"
72718,"NuOx"
72724,"Trimo-San"
72735,"PrameGel"
72743,"U-Kera"
72745,"Kenalog in Orabase"
72751,"Allanfil (obsolete)"
72753,"AllanEnzyme"
72760,"Mag-SR with Calcium"
72765,"Tylenol Chest Congestion"
72770,"ZoDerm Redi-Pads"
72797,"GenTeal PM"
72826,"Albendazole"
72830,"Guanidine Hydrochloride"
72832,"Monobenzone"
72840,"Allantoin"
72842,"Aluminum Sulfate"
72847,"Antipyrine"
72849,"Butalbital"
72851,"Calcium Glycerophosphate"
72857,"Chloroxylenol"
72859,"Phenyltoloxamine Dihydrogen Citrate"
72861,"Collagenase"
72880,"Xpect-PE"
72895,"Bellatal ER"
72897,"Sani-Clens"
72935,"Chemists Own Clozole Broad Spectrum Antifungal"
72937,"Clotreme"
72939,"Clozole"
72941,"Tinaderm Extra"
72953,"Rondec Drops"
72958,"Rondec"
72966,"Rondec-DM Drops"
72968,"Rondec-DM"
72971,"Excof-SF"
72973,"Excof"
72990,"Dytan-HC"
73020,"Guaiphen-D 600"
73022,"Guaiphen-D 1200"
73024,"G-Bid DM"
73028,"Calcium Gluceptate Dihydrate"
73030,"Chondroitin Sulfate Sodium"
73032,"Capsicum"
73034,"Dehydroepiandrosterone"
73036,"Ginger"
73038,"Cetylpyridinium Chloride"
73039,"Cetylpyridinium Chloride Monohydrate"
73041,"Ammonium Molybdate Tetrahydrate"
73044,"Dextromethorphan"
73045,"Therapeutic Pain Relief"
73065,"Aveeno Daily Moisturizing Bath"
73078,"Gentex HC"
73081,"SymTan"
73083,"B-Complex with B-12"
73097,"SenokotXTRA"
73102,"Lidocaine"
73105,"Chloramphenicol Palmitate"
73107,"Dibucaine Hydrochloride"
73109,"Estradiol Benzoate"
73112,"Homatropine Methylbromide"
73114,"Hydrocortisone Hemisuccinate"
73119,"Methotrexate"
73122,"Pilocarpine"
73131,"Atracurium Besylate Novaplus"
73182,"Sarna Sensitive"
73187,"Respi-Tann Pd"
73189,"Terry White Chemists Paracetamol"
73199,"AHist"
73206,"Avandaryl"
73221,"Compound 374"
73244,"Oestradiol"
73300,"TetraVisc"
73302,"Isradipine"
73329,"Carbosorb X"
73340,"HistamaxD"
73345,"Donatussin MAX"
73348,"Dallergy Drops"
73351,"Donatussin DM"
73355,"Dallergy Syrup"
73358,"Donatussin Drops"
73362,"Donatussin DC"
73365,"Duragesic-50"
73367,"Duragesic-75"
73369,"Duragesic-100"
73371,"Duragesic-12"
73376,"FaBB"
73379,"Ceron"
73381,"Ceron-DM Drops"
73384,"Ceron-DM"
73386,"Ceron Drops"
73408,"Folpace Rx"
73410,"Calafol Rx"
73532,"Cabergoline"
73537,"Simuc"
73543,"Vitamin A & D"
73546,"HyperRHO S/D Full Dose"
73553,"Robitussin DX Cough Control"
73555,"Robitussin DX Cough Control Forte"
73561,"Tandem"
73580,"Nexavar"
73597,"Efudex Occlusion Pack"
73608,"Carduran"
73613,"Sulfur Precipitated"
73614,"Sulfur Sublimed"
73619,"Cefprozil"
73620,"Biafine"
73622,"Zonisamide"
73624,"Daytime Non-Drowsy"
73627,"Orencia"
73643,"Benz-O-Sthetic"
73687,"Cold & Hot Pain Relief"
73699,"Citracal Prenatal + DHA"
73707,"Revlimid"
73710,"Hylenex"
73938,"NyQuil Cold/Flu Relief Cherry"
73940,"NyQuil Cold/Flu Relief"
73959,"Vaprisol"
73965,"Hydase(obsolete)"
73968,"Hydase"
73997,"DE-NOL"
74000,"Zotex GPX"
74008,"NeoBenz Micro"
74015,"Poly-Vent, Jr."
74027,"Poly Hist Forte"
74034,"Poly-Tussin HD"
74041,"Flextra-650"
74046,"Flextra Plus"
74052,"Dilex-G 400"
74080,"Zilactin Toothache and Gum Pain Reliever"
74082,"Universel Gel Regulier"
74084,"Universel Gel Extra-Fort"
74089,"Panoxyl Aqua Gel"
74091,"Allanhist PDX Syrup"
74093,"Allanhist PDX Drops"
74095,"Allan Tannate Pediatric"
74097,"Dermotic"
74100,"Natelle C"
74102,"Pyrelle H.B."
74104,"Lispro PRC"
74109,"Natelle-ez"
74116,"Osteo Bi-Flex"
74119,"Osteo Bi-Flex Double Strength"
74121,"Osteo Bi-Flex Triple Strength"
74124,"Osteo Bi-Flex Plus MSM"
74138,"Osteo Bi-Flex Advanced"
74189,"Lloydspharmacy Antifungal"
74222,"Uni All 12"
74329,"Histacol BD Drops"
74334,"Mintex PSE"
74336,"Mintex DM"
74342,"FIRST-Progesterone VGS 200"
74718,"Kinray Preferred Plus Watermelon Glucose"
74720,"Dex4 Watermelon"
74722,"Dex4 Pouch Pack"
74724,"Albertsons Glucose Watermelon"
74726,"Leader Finger Cream"
74730,"Vivaglobin"
74751,"Taclonex"
74753,"Calamine Plain"
74756,"Tretin-X"
74767,"Chlor-Mes Jr"
74769,"Dallergy-JR"
74772,"Relacon LAX"
74776,"Mapap Arthritis Pain"
74778,"Mintox Maximum Strength"
74793,"Pyrifoam Lice Breaker"
74795,"Home Brand Paracetamol"
74797,"Guardian Broad Spectrum Antifungal"
74819,"Foscarnet Sodium"
74825,"Carbinoxamine Maleate"
74826,"Carbetapentane Citrate-Guaifenesin"
74830,"Charcotabs"
74831,"Hyperhep B"
74842,"Extendryl JR"
74844,"Extendryl PSE"
74852,"Senatec HC"
74854,"Dextromethorphan/Guaifenesin/Phenylephrine"
74856,"Amcal Broad Spectrum Antifungal"
74917,"Amcal Anti Itch Bath Solution"
74919,"API Healthcare Anti-Fungal Vaginal Cream"
74926,"Benadryl for the Family Dry Forte"
74927,"Bisolvon Dry"
74980,"Chemworld Anti-Fungal Clotrimazole"
74982,"Amcal Antifungal V 3 Day"
74983,"Amcal Antifungal V 6 Day"
74984,"Amcal Broad Spectum Antifungal"
74985,"API Healthcare Antifungal Tinea"
74986,"Canesten 6 Day Pessary"
74989,"Canesten Clotrimazole Thrush Treatment 3 Day"
74992,"Canesten Clotrimazole Thrush Treatment 6 Day"
74993,"Canesten Clotrimazole Thrush Treatment Once"
74995,"Chem Mart Antifungal Clotrimazole"
74996,"Chem Mart Clotrimazole Thrush Treatment 6 Day"
74998,"Chem Mart Clotrimazole Thrush Treatment 3 Day"
74999,"Femizol Vaginal"
75005,"Chemists Own Clozole"
75006,"Chemworld Antifungal Tinea"
75007,"Cipla Genpharm Clo-Zole"
75010,"Guardian Clotrimazole"
75011,"Guardian Clotrimazole 6 Day"
75012,"Guardian Clotrimazole 3 Day"
75013,"Hexal Clotreme Anti-Fungal"
75014,"Kathro 3 Day"
75015,"Kathro 6 Day"
75016,"Kathro Anti-Fungal"
75017,"Kathro"
75018,"Parafungal"
75019,"Pharmacist Advice Anti-Fungal Vaginal"
75020,"Pharmacist Clotrimazole"
75021,"Pharmacist Clotrimazole 6 Day Treatment"
75022,"Pharmacist Clotrimazole 3 Day Treatment"
75023,"Pharmacist Formula Clotrimazole"
75025,"Pharmacy Health Anti-Fungal"
75026,"Pharmacy Health Vaginal 3 Day"
75027,"Soul Pattinson Antifungal Clotrimazole"
75028,"Soul Pattinson Antifungal Clotrimazole Womens Combination"
75030,"Soul Pattinson Antifungal Clotrimazole Womens Treatment"
75031,"Terry White Chemists Clotrimazole Thrush Treatment 6 Day"
75032,"Terry White Chemists Clotrimazole Thrush Treatment 3 Day"
75033,"Terry White Chemists Clotrimazole"
75034,"Topizol Antifungal"
75035,"Your Pharmacy Clotrimazole"
75084,"Hamilton Formicare Skin Wash"
75096,"Orange Medic Plus Head Lice Treatment"
75132,"Apha Keri Tar"
75162,"Estrofem"
75163,"Dristan Chesty Cough"
75165,"Robitussin EX Paediatric Drops"
75167,"Amcal Chesty Cough (obsolete)"
75168,"Robitussin EX Colour Free"
75169,"Actifed CC Chesty Cough"
75170,"Nyal Chesty Cough"
75171,"Robitussin-EX"
75172,"Strepsils Chesty Cough"
75174,"Kenkay Chesty Cough Eexpectorant"
75263,"Climodien"
75408,"Febridol Syrup for Children"
75409,"Guardian Childrens Paracetamol"
75410,"Soul Pattinson Childrens Paracetamol Elixir"
75411,"Paraspen"
75412,"James Dean Pharmacy Paracetamol"
75414,"Signature Range Paracetamol"
75415,"Soul Pattinson Paracetamol"
75416,"Dymadon"
75417,"Promax"
75419,"ICN Paracetamol"
75420,"Farmland Paracetamol"
75421,"Panadol Gel Tabs"
75422,"Herron Paracetamol"
75423,"Panadol Mini Caps"
75424,"Pharmacy Health Paracetamol"
75425,"Pharmacist Paracetamol"
75426,"Herron Paracetamol Capseals"
75427,"Pharmacist Advice Paracetamol"
75428,"Paracare"
75429,"Pharmacist Formula Paracetamol"
75430,"Priceline Paracetamol"
75431,"Panadol Gel Caps"
75432,"Pacimol Caplets"
75433,"Farmland Paracetamol DC Grade"
75434,"Nyal Paracetamol"
75435,"Savings"
75436,"Pharmore Paracetamol"
75437,"Your Pharmacy Paracetamol"
75439,"Nova Paracetamol"
75440,"Guardian Paracetamol"
75441,"Sigma Pain Relief"
75443,"Pain Clear Paracetamol"
75491,"Neutrogena T-Gel Conditioner"
75496,"Orion Coal Tar"
75505,"Pharmacist Expectorant"
75534,"Benadryl for the Family Chesty Coughs (obsolete)"
75586,"Sutent"
75638,"Difflam Eucalyptus & Menthol Flavour"
75657,"Ranexa"
75663,"Duomax"
75679,"Strepsils Eucalyptus & Menthol"
75686,"Duragesic-25"
75718,"Setamol"
75722,"Paraspen Drops"
75730,"Healthstream Activated Charcoal"
75821,"Quellada Head Lice Treatment for Short Hair"
75835,"Panadol Colourfree Drops"
75837,"Linotar"
75841,"Ravine Anti-Lice Medicated Treatment"
75842,"Mentholatum Ice Gel"
75851,"Duro-Tuss Cough Lozenges"
75870,"Amersham Sodium Chromate (51Cr)"
75873,"ARI Sodium Chromate (51Cr)"
75874,"Exorex Penetrating Emulsion Psoriasis Medication"
75884,"Mallinckrodt Gallium (67Ga) Citrate"
75885,"Bristol-Myers Squibb Gallium (67Ga) Citrate"
75889,"ARI Gallium (Ga-67) Citrate"
75898,"Pharmacist Paracetamol Infant Drops"
75900,"Pain-Eze Paracetamol Infant Drops"
75907,"ARI Indium (111In) Pentetate"
75909,"Amersham Indium (111In) Oxine"
75911,"Amersham Indium (111In) Chloride"
75927,"ARI Sodium Iodide (I123) 1-12 MBq"
75928,"ARI Sodium Iodide (I123) 100-750 MBq"
75933,"ARI Sodium Chromate (51Cr) 37-370 MBq/mL"
75937,"Soul Pattinson Colour Free Paracetamol Drops"
75945,"Pharmacist Paracetamol Infant Drops Colour Free"
75946,"Pain-Eze Paracetamol Infant Drops Colour Free"
75952,"Guardian Childrens Paracetamol 5-12 Years"
75978,"Charcotrace"
75992,"Apha Keri Tar Gel"
75999,"Guardian Throat Lozenges Menthol & Eucalyptus Flavour"
76005,"Pharmaction Paracetamol"
76006,"Terry White Chemists Colour Free Paracetamol Infant Drops"
76007,"Healthsense Pain Relief Drops Children 1 Month to 2 Years"
76019,"Organon Oestradiol"
76039,"Soul Pattinson Colour Free Paracetamol 1-5 Years"
76060,"Orion Progesterone"
76078,"Health Care Chemist Paracetamol Infant Drops Colour Free"
76084,"Pharmacist Advice Paracetamol Infant Drops"
76092,"Amitiza"
76110,"Hexal Comfarol"
76112,"Quellada Head Lice Treatment"
76132,"Panadol Extend"
76133,"Terry White Chemists Colour Free Paracetamol 1-5 Years"
76137,"Paracetamol Soluble"
76149,"No Frills Paracetamol"
76152,"Herron Paracetamol Handy Pack"
76153,"Savings Paracetamol"
76156,"Sigma Paracetamol"
76158,"Herron Paracetamol Capseals Handy Pack"
76159,"Fawns & McAllan Paracetamol"
76161,"Pharmacy Health Paracetamol Colour Free Childrens"
76162,"Pharmacy Health Paracetamol Colour Free Infants and Childrens Drops 1 Month-4 Years"
76168,"RP Scherer Paracetamol"
76169,"RP Scherer Paracetamol Liquid-Filled Capsules"
76200,"Lemsip Cold and Flu Liquid Capsule"
76221,"Your Pharmacy Colourfree Paracetamol Age 1 Month to 2 Years"
76222,"Your Pharmacy Colourfree Paracetamol Children 1-5 Years"
76223,"Your Pharmacy Childrens Paracetamol Colourfree 5-12 Years"
76230,"Tramedo"
76231,"Tramahexal"
76283,"Pharmacy Health Own Name Paracetamol for Children"
76288,"Pharmacist Formula Infants"
76298,"Febridol Infant Drops"
76328,"Gold Cross Paracetamol"
76334,"Alprazolam ER"
76337,"Vanishing Cream"
76338,"PLO Transdermal Cream"
76339,"RibaPak"
76342,"Ciprofloxacin"
76343,"IsonaRif"
76346,"Accidental Rapatabs"
76347,"Ambi 1000/55"
76368,"Alphapharm Paracetamol"
76377,"Amcal Childrens Paracetamol 1-5 Years"
76378,"Amcal Childrens Paracetamol 5-12 Years"
76381,"Lemsip Headcold"
76383,"Lemsip Max"
76385,"Lemsip Original"
76389,"Linotar Gel 2"
76391,"Linotar Gel 3"
76409,"Amcal Paracetamol Infant Drops 1 Month to 2 Years"
76410,"Amcal Paracetamol Pain Relief"
76411,"Amcal Paracetamol Tabsules"
76526,"Repreve"
76646,"A-Pak Laboratories Paediatric Analgesic Paracetamol"
76647,"API Healthcare Paracetamol"
76648,"API Healthcare Coloufree Childrens Paracetamol"
76649,"API Healthcare Colourfree Childrens Paracetamol Double Strength"
76650,"Bi-Lo Paracetamol"
76651,"Biochemie Paracetamol"
76652,"Black and Gold Paracetamol"
76653,"Blooms the Chemist Paracetamol"
76654,"Bristol Pharma Paracetamol"
76655,"Bydol"
76656,"Capital Chemist Paracetamol"
76657,"Chem Mart Chemadol Colourfree"
76658,"Chem Mart Chemadol"
76659,"Basics Paracetamol"
76660,"Chemists Own Paracetamol"
76661,"Chemplus Paracetamol"
76662,"Cipla Genpharm Paracetamol"
76663,"Coles Paracetamol"
76664,"Country Chemists Paracetamol"
76665,"Dakota Paracetamol"
76742,"Chemists Own Paracetamol Capseals"
76759,"Childerens Paracetamol Junior"
76760,"Childrens Paracetamol Junior"
76762,"Benylin Sore Throat"
76763,"Chem Mart Chemadol Colourfree Childrens 1-5 Years"
76766,"Chem Mart Chemadol Colourfree Children 5-12 Years"
76767,"Chem Mart Chemadol Children 1 to 5 Years"
76818,"Benadryl Chesty Forte"
76850,"Guardian Paracetamol Tabsules"
76859,"Chemists Own Childrens Paracetamol 1-5 Years"
76862,"Chemists Own Chiildrens Paracetamol 5-12 Years"
76865,"Chemists Own Paracetamol Pain & Fever 1 Month to 2 Years"
76867,"Chemists Own Paracetamol Pain & Fever 1 to 5 Years"
76868,"Chemists Own Paracetamol Pain and Fever 5 to 12 Years"
76869,"Chemworld Colourfree Childrens Paracetamol Double Strength 5-12 Years"
76870,"Chemworld Colourfree Childrens Paracetamol Junior 1-5 Years"
76871,"Chemworld Paracetamol"
76872,"Chemworld Paracetamol Infant Colour Free"
76873,"Childrens Panadol 1 - 5 Years Colourfree"
76882,"Childrens Panadol 1 - 5 Years"
76885,"Childrens Panadol 5 - 12 Years Colourfree"
76888,"Childrens Panadol 5 - 12 Years"
76890,"Dymadon 1 Month to 2 Years Colour Free"
76891,"Dymadon 2-12 Years Colour Free"
76892,"Chem Mart Nasal Decongestant Capsule"
76893,"Dymadon Adult"
76894,"Dymadon Paediatric sugar free"
76895,"Dymadon 1-4 Years Colour -Free"
76896,"Dymadon 1-4 Years"
76897,"Dymadon 5 Years Plus"
76898,"Febridol Clear Effervescent"
76901,"Guardian Paracetamol Extra Plus (+) (obsolete)"
76910,"Vicks Formula 44 for Chesty Coughs"
76911,"Vicks Cough Syrup for Chesty Coughs"
76912,"Tylenol PBS"
76916,"Guardian Paracetamol  Extra Plus"
76917,"Guardian Paracetamol Extra Plus"
76919,"Tylenol Childrens Paracetamol"
76921,"Tussinol for Dry Coughs"
76923,"Herron Paracetamol Tabsules"
76924,"Herron Gold Paracetamol Tabsules"
76925,"Panadol Rapid Handipak"
76926,"Panadol Soluble"
76927,"Paralgin Paracetamol Tabsules"
76928,"Pharmacist Advice Colourfree Childrens Paracetamol Double Strength"
76929,"Pharmacist Childrens Paracetamol Colourfree 1-5 Years"
76930,"Pharmacist Childrens Parcetamol Colourfree 5-12 Years"
76931,"Pharmacist Childrens Paracetamol Colourfree 5-12 Years"
76932,"Pharmacy Health Colour Free Childrens Paracetamol"
76933,"Soul Pattinson Colourfree Childrens Paracetamol"
76934,"Soul Pattinson Paracetamol Clear Effervescent"
76935,"Terry White Chemists Paracetamol Colourfree Children 5-12 Years"
76974,"Bisolvon Dry Junior"
76984,"Co Levetiracetam"
76987,"Rondex"
76989,"Rondex Drops"
76991,"Rondex-DM"
76993,"Rondex-DM Drops"
76998,"Dristan DM"
77067,"Dimetapp Cold Cough & Flu Day & Night Liquid Caps"
77069,"Dexi-Tuss"
77070,"Nucosef DM"
77094,"Gilseal Homecare Glycerol BP"
77134,"Mid West Products Numol Paracetamol"
77135,"Alpha First Aid Supplies Paracetamol"
77136,"Aldi Hedanol Paracetamol"
77137,"Amadol Paracetamol"
77138,"Rex Paracetamol"
77139,"Black And Gold Paraceatmol"
77140,"Accidental First Aid Supplies Paracetamol"
77141,"Ordov Febrigesic Paracetamol"
77181,"Robitussin DX Dry Cough Forte"
77191,"Poly Hist DM"
77194,"Dilex-G 200"
77197,"Basic Vitamins Brewers Yeast"
77199,"Marlex Brewers Yeast"
77201,"Mason Vitamins Brewers Yeast"
77203,"Natures Bounty Brewers Yeast"
77205,"Major Brewers Yeast"
77207,"Natures Naturals Brewers Yeast"
77210,"Mapap Sinus PE"
77216,"RotaTeq"
77220,"Lipofen"
77226,"Saw Palmetto"
77230,"Cerefolin NAC"
77237,"Hofels Ginger One A Day"
77241,"Flu Strength Hot Lemon Powders"
77243,"Dex4 Gel Tropical Blast"
80109,"Clarinex-D 12 Hour"
80283,"Daktozin"
80360,"Dristan Chesty Cough Guaiphenesin"
80389,"Hamilton Pine Tar with Menthol (obsolete)"
80434,"Pharmacia Carbosorb"
80442,"Codral Cold and Flu + Cough Day and Night"
80539,"Eczema Cream"
80622,"Pinetarsol Tar"
80641,"Resolve Itch Cleansing Gel"
80693,"Strepsils Cough Relief"
80734,"Vicks Formula 44 for Dry Coughs"
80747,"K-Pek"
80750,"Quad Tann"
80759,"Dex4 Strawberries & Cream"
80761,"Dex4 Assorted Flavors"
80763,"Dex4 Sour Apple"
80765,"Effervescent Potassium"
80767,"Effervescent Potassium/Chloride"
80769,"Tricon"
80771,"Hematogen"
80773,"Hematogen FA"
80776,"Hematogen Forte"
80778,"Iferex 150 Forte"
80780,"AlphaBath"
80782,"DermaDaily"
80784,"DermaCerin"
80786,"DermaPhor"
80788,"PeriGuard"
80793,"Extendryl HC"
80796,"Extendryl DM"
80798,"Ny-Tannic"
80800,"Tanafed-DMX"
80802,"DermaFungal"
80804,"DermaSarra"
80806,"Guaphen Forte"
80808,"Guaphen II DM"
80814,"Proshield Foam & Spray Cleanser"
80816,"Proshield Plus"
80819,"Vusion"
80828,"Eraxis"
80830,"Sterile Diluent for Eraxis"
80833,"HyTan"
80836,"RectaGel HC"
80838,"Theraflu Nighttime Severe Cold (pseudoephedrine)"
80841,"Theraflu (pseudoephedrine) Daytime Severe Cold"
80843,"Ultram ER"
80849,"Proshield Skincare Kit"
80852,"Zeasorb (obsolete)"
80854,"By-Ache"
80859,"Pedia Relief Infant Drops"
80861,"Leader Quick Dissolve Strawberries & Cream"
80867,"Tannic Acid"
80869,"Tetracaine"
80871,"Thiabendazole"
80873,"Tranexamic Acid"
80875,"Triamterene"
80877,"Triprolidine Hydrochloride"
80879,"Tromethamine"
80888,"Fluorescein"
80905,"Theraflu Daytime Severe Cold"
80920,"Theraflu Cold & Sore Throat"
80923,"Theraflu Flu & Sore Throat"
80925,"Theraflu Nighttime Severe Cold"
80930,"Theraflu Cold & Cough"
80944,"Triaminic Flu Cough & Fever"
80947,"Triaminic Night Time Cough & Runny Nose"
80953,"Hydrochlorothiazide-Quinapril Hydrochloride"
80955,"Triaminic Cough & Sore Throat Softchews"
80960,"Emsam"
80967,"Columbia Antiseptic"
80970,"Triaminic Cough & Runny Nose Softchews"
80973,"Triaminic Cough & Sore Throat"
80975,"Humatrix Microclysmic Treatment"
80977,"Care-Creme"
80979,"Loving Lotion"
80981,"Skin Magic"
80983,"Techni-Care"
80985,"Loving Lather II"
80987,"Concept"
80989,"CC-500"
80991,"Barri-Care"
80993,"Satin Therapeutic"
80995,"Hyoscyamine TR"
81004,"Dec-Chlorphen DM"
81007,"Zegerid"
81014,"Sudafed PE Quick Dissolve"
81032,"First Aid Antiseptic"
81036,"GNP Quick Dissolve Strawberries & Cream"
81038,"Medicine Shoppe Quick Dissolve Strawberries & Cream"
81040,"Flexbumin"
81043,"Caricia Care"
81049,"Hydro-Tussin HG"
81052,"Fluticasone Propionate"
81053,"Loestrin 24 Fe"
81055,"Fluoridex"
81058,"Dec-Chlorphen DM Drops"
81060,"Dec-Chlorphen"
81063,"Dec-Chlorphen Drops"
81065,"D-Pseudoephedrine Hydrochloride"
81071,"Folamin"
81075,"Uni-Tann"
81077,"Uni-Tann D"
81080,"Z-Dex"
81082,"Bromcomp HC"
81084,"Guiaplex HC"
81086,"C Phen Drops"
81088,"C Phen"
81090,"A-Tan 12X"
81092,"Tannate Pediatric"
81096,"Uni-Tann CS"
81099,"PSE Carbinoxamine DM"
81107,"Numoisyn"
81110,"Azithromycin 5 Day Dose Pack"
81114,"Xclair"
81116,"Azithromycin 3 Day Dose Pack"
81119,"Xodol 5"
81124,"Prosed/DS"
81128,"Aridex-D"
81131,"Aridex"
81134,"Yaz"
81136,"Sarna Ultra"
81139,"Zeasorb-AF Drying Gel"
81145,"Delflex with 1.5% Dextrose"
81147,"Delflex with 2.5% Dextrose"
81149,"Guaifen PE"
81162,"EXUBERA"
81173,"iPlex"
81178,"Norel EX"
81180,"Clotrimazole, Vaginal"
81181,"Systane Free"
81183,"Sevoflurane"
81184,"Mitoxantrone Hydrochloride"
81186,"Requip Starter Kit"
81189,"Deplin"
81193,"Aquatab DM"
81198,"Aquatab D"
81201,"Aquatab C"
81214,"OsmoPrep"
81236,"Caldesene"
81246,"Benylin E Extra Strength with Menthactin"
81273,"Etidronate Disodium"
81278,"Daytrana"
81283,"Saljet Sterile"
81285,"Saljet Rinse"
81288,"Tylenol Sinus Congestion & Pain Severe"
81295,"Utralytic"
81297,"DuraTan PE"
81300,"Ultralytic 2"
81304,"Durabac Forte"
81307,"AllerTan"
81310,"Lodrane 24"
81312,"HyperRHO S/D Mini Dose"
81314,"Ultralytic"
81317,"Lodrane D"
81320,"Anaplex DMX"
81324,"Senatec"
81326,"Citrucel Lax"
81389,"Narcof"
81398,"Lugol's"
81399,"Strong Iodine"
81536,"Keratol HC"
81538,"Bromtuss DM"
81540,"Roxicodone Intensol"
81543,"Vivitrol"
81545,"Tylenol Allergy Multi-Symptom"
81547,"Tylenol Sinus Congestion Daytime"
81549,"Tylenol Sinus Congestion Nighttime"
81552,"Acuflex"
81555,"OB Complete"
81558,"Fluoridex Whitening"
81560,"Corvite"
81564,"Tylenol Cold Multi-Symptom Severe Daytime"
81572,"Gold Bond Anti-Itch"
81574,"Pravastatin Sodium"
81575,"Liquicough DM(obsolete)"
81618,"Imovax Rabies"
81620,"RabAvert"
81622,"Infanrix (DTaP)"
81624,"Daptacel (DTaP)"
81626,"Boostrix (obsolete2) (obsolete)"
81627,"Adacel (Tdap)"
81639,"Trymo"
81659,"Chondroitin-Glucosamine Complex"
81660,"Robafen CF"
81662,"Zerlor"
81670,"Myozyme"
81674,"Pediatex 12 D"
81676,"Pediatex 12 DM"
81679,"Pediatex 12"
81681,"Aldex G"
81683,"Z-Cof LAX"
81685,"Imipramine Pamoate"
81687,"Triaminic Chest Congestion"
81690,"Triaminic Cough & Runny Nose"
81693,"Triaminic Allergy"
81695,"Tylenol Cold Head Congestion Severe"
81697,"Feosol Iron"
81700,"Tylenol Childrens Plus Cough & Sore Throat"
81703,"Tylenol Childrens Plus Cough & Runny Nose"
81707,"Dacogen"
81738,"Tripedia (DTaP)"
81799,"Gas-X Thin Strips"
81905,"Q-Dryl A/F"
81912,"Carb Pseudo-Tan"
81930,"Boostrix (obsolete1)"
81940,"NIC 750"
81960,"Essian"
81962,"Essian H.S."
81968,"Enjuvia"
82059,"Solodyn"
82070,"Tandem OB"
82074,"CVS Glucose"
82078,"Tandem F"
82094,"Hyflex-650"
82097,"Hyflex-DS"
82112,"Tandem Plus"
82120,"Optase"
82146,"Publix Glucose Sour Apple"
82148,"Publix Glucose Raspberry"
82150,"Publix Glucose Orange"
82152,"Publix Glucose Assorted"
82173,"Chantix"
82185,"X-Hist"
82187,"X-Hist DM"
82190,"Hylira"
82200,"Brom Tann"
82202,"Hydrocortisone-Oatmeal"
82205,"PrednisoLONE Acetate Micronized"
82219,"Hydrocortisone Micronized"
82220,"Hydrocortisone Acetate Micronized"
82224,"Lipram-PN10"
82226,"Lipram-PN16"
82228,"Lipram-PN20"
82230,"Panokase 16"
82234,"Ceo-Two"
82236,"Depo-Predate"
82292,"BPM PE"
82295,"BPM PE HC"
82298,"PSE Carb DM Drops"
82300,"NovaStart"
82307,"Acular PF"
82309,"B-Vex D"
82313,"Zostavax"
82315,"Ca-Rezz"
82318,"Aero Otic HC"
82320,"Omnitrope"
82325,"Ionsys"
82328,"ErgocaffPB"
82350,"Dermarest Rosacea"
82353,"DuraTan Forte"
82358,"Safetussin CD"
82361,"Seasonique"
82366,"Fluorescein Sodium Ophthalmic"
82367,"Fluorescein Sodium"
82368,"Funduscein"
82370,"Fluorescite"
82372,"AK-Fluor"
82374,"Angioscein"
82389,"Nicotine Patch Step 1"
82391,"DisCoVisc"
82395,"Oracea"
82397,"Accuzyme SE"
82399,"Panafil SE (obsolete)"
82401,"Gas-X Thin Strips Peppermint"
