icd_9,disease_name,valid
"733.14    ","Pathologic fracture of neck of femur","1"
"733.15    ","Pathologic fracture of other specified part of femur","1"
"733.16    ","Pathologic fracture of tibia or fibula","1"
"733.19    ","Pathologic fracture of other specified site","1"
"733.2     ","Cyst of bone","0"
"733.20    ","Cyst of bone (localized), unspecified","1"
"733.20    ","Local cyst of bone NOS","1"
"733.21    ","Solitary bone cyst","1"
"733.22    ","Aneurysmal bone cyst","1"
"733.29    ","Monostotic fibrous dysplasia","1"
"733.3     ","Buchem's syndrome","1"
"733.3     ","Craniopathy, metabolic","1"
"733.3     ","Craniotabes","1"
"733.3     ","Hyperostosis corticalis","1"
"733.3     ","Hyperostosis frontalis interna","1"
"733.3     ","Hyperostosis interna frontalis","1"
"733.3     ","Hyperostosis of skull","1"
"733.3     ","Leonine bones","1"
"733.3     ","Leontiasis ossea","1"
"733.3     ","Leontiasis ossium","1"
"733.3     ","Metabolic craniopathy","1"
"733.3     ","Morel-Moore syndrome","1"
"733.3     ","Morel-Morgagni syndrome","1"
"733.3     ","Morgagni-Stewart-Morel syndrome","1"
"733.3     ","Stewart-Morel syndrome","1"
"733.3     ","Van Buchem's syndrome","1"
"733.4     ","Aseptic necrosis of bone","0"
"733.40    ","Aseptic necrosis of bone of unspecified site","1"
"733.40    ","Aseptic necrosis of bone, site unspecified","1"
"733.41    ","Aseptic necrosis of head of humerus","1"
"733.42    ","Aseptic necrosis of head and neck of femur","1"
"733.43    ","Aseptic necrosis of medial femoral condyle","1"
"733.44    ","Aseptic necrosis of talus","1"
"733.49    ","Aseptic necrosis of other specified site NEC","1"
"733.5     ","Osteitis condensans","1"
"733.5     ","Piriform sclerosis of ilium","1"
"733.6     ","Chondropathia tuberosa","1"
"733.6     ","Costochondral junction syndrome","1"
"733.6     ","Costochondritis","1"
"733.6     ","Tietze's disease","1"
"733.6     ","Tietze's syndrome","1"
"733.7     ","Algoneurodystrophy","1"
"733.7     ","Bone atrophy disuse","1"
"733.7     ","Disuse atrophy","1"
"733.7     ","Disuse atrophy, bone","1"
"733.7     ","Posttraumatic osteoporosis","1"
"733.7     ","Sudeck's atrophy","1"
"733.7     ","Sudeck's disease","1"
"733.7     ","Sudeck's syndrome","1"
"733.8     ","Malunion and nonunion of fracture","0"
"733.81    ","Fracture malunion","1"
"733.81    ","Malunion of fracture","1"
"733.81    ","Malunion, fracture","1"
"733.82    ","Nonunion of fracture","1"
"733.82    ","Pseudarthrosis, pseudoarthrosis","1"
"733.82    ","Pseudoarthrosis, pseudarthrosis","1"
"733.9     ","Other and unspecified disorders of bone and cartilage","0"
"733.90    ","Disease of bone and cartilage NOS","1"
"733.90    ","Disorder of bone and cartilage, unspecified","1"
"733.90    ","Osteocopic pain","1"
"733.90    ","Osteopenia","1"
"733.90    ","Scapulalgia","1"
"733.90    ","Xiphodynia","1"
"733.90    ","Xiphoidalgia","1"
"733.91    ","Arrest of bone development or growth","1"
"733.91    ","Epiphyseal arrest","1"
"733.92    ","Chondromalacia","1"
"733.92    ","Chondromalacia NOS","1"
"733.92    ","Localized chondromalacia","1"
"733.92    ","Systemic chondromalacia","1"
"733.92    ","Tibial plateau chondromalacia","1"
"733.93    ","Stress fracture of tibia or fibula","1"
"733.94    ","Stress fracture of metatarsals","1"
"733.95    ","Stress fracture of bone NEC","1"
"733.99    ","Bone overgrowth","1"
"733.99    ","Bone rarefaction","1"
"733.99    ","Bruck's disease","1"
"733.99    ","Chondritis","1"
"733.99    ","Chondrolysis","1"
"733.99    ","Cyriax's syndrome","1"
"733.99    ","Davies-Colley syndrome","1"
"733.99    ","Diaphysitis","1"
"733.99    ","Grating scapula","1"
"733.99    ","Hyperosteogenesis","1"
"733.99    ","Hyperostosis","1"
"733.99    ","Melorheostosis","1"
"733.99    ","Meyenburg-Altherr-Uehlinger syndrome","1"
"733.99    ","Overgrowth, bone","1"
"733.99    ","Polychondritis","1"
"733.99    ","Rarefaction, bone","1"
"733.99    ","Relapsing polychondritis","1"
"733.99    ","Sesamoiditis","1"
"733.99    ","Virchow's disease","1"
"733.99    ","Xiphoiditis","1"
"734       ","Acquired flat foot","1"
"734       ","Acquired pes planus","1"
"734       ","Acquired talipes planus","1"
"734       ","Fallen arches","1"
"734       ","Flat foot","1"
"735       ","Acquired deformities of toe","0"
"735.0     ","Acquired hallux valgus","1"
"735.0     ","Hallux valgus (acquired)","1"
"735.1     ","Acquired hallux varus","1"
"735.1     ","Hallux varus (acquired)","1"
"735.2     ","Acquired hallux rigidus","1"
"735.2     ","Cocked-up toe","1"
"735.2     ","Hallux rigidus","1"
"735.3     ","Acquired hallux malleus","1"
"735.3     ","Hallux malleus","1"
"735.4     ","Acquired hammer toe, other than great toe","1"
"735.4     ","Hammer toe","1"
"735.4     ","Other hammer toe (acquired)","1"
"735.5     ","Acquired claw toe","1"
"735.5     ","Claw toe (acquired)","1"
"735.8     ","Other acquired deformities of toe","1"
"735.8     ","Other acquired deformity of toe NEC","1"
"735.9     ","Acquired deformity of toe NOS","1"
"735.9     ","Hallux","1"
"735.9     ","Unspecified acquired deformity of toe","1"
"736       ","Other acquired deformities of limbs","0"
"736.0     ","Acquired deformities of forearm, excluding fingers","0"
"736.00    ","Acquired deformity of elbow NOS","1"
"736.00    ","Acquired deformity of forearm NOS","1"
"736.00    ","Acquired deformity of forearm, excluding fingers NOS","1"
"736.00    ","Acquired deformity of hand NOS","1"
"736.00    ","Acquired deformity of wrist NOS","1"
"736.00    ","Unspecified deformity","1"
"736.01    ","Acquired cubitus valgus","1"
"736.01    ","Cubitus valgus (acquired)","1"
"736.02    ","Acquired cubitus varus","1"
"736.02    ","Cubitus varus (acquired)","1"
"736.02    ","Gunstock deformity","1"
"736.03    ","Acquired valgus deformity of wrist","1"
"736.03    ","Valgus deformity of wrist (acquired)","1"
"736.04    ","Acquired varus deformity of wrist","1"
"736.04    ","Varus deformity of wrist (acquired)","1"
"736.05    ","Acquired wrist drop","1"
"736.05    ","Carpoptosis","1"
"736.05    ","Wrist drop (acquired)","1"
"736.06    ","Acquired claw hand","1"
"736.06    ","Claw hand","1"
"736.06    ","Claw hand (acquired)","1"
"736.06    ","Main en griffe","1"
"736.07    ","Acquired clubhand","1"
"736.07    ","Club hand, acquired","1"
"736.09    ","Drift, ulnar","1"
"736.09    ","Minus","1"
"736.09    ","Pill roller hand","1"
"736.09    ","Plus","1"
"736.09    ","Plus and minus hand","1"
"736.09    ","Swan neck hand","1"
"736.09    ","Ulnar drift","1"
"736.1     ","Finger mallet","1"
"736.1     ","Mallet finger","1"
"736.1     ","Mallet, finger","1"
"736.2     ","Other acquired deformities of finger","0"
"736.20    ","Acquired deformity of finger NOS","1"
"736.21    ","Boutonniere deformity","1"
"736.21    ","Buttonhole hand","1"
"736.22    ","Swan-neck deformity","1"
"736.29    ","Clubfinger","1"
"736.29    ","Other acquired deformity of finger NEC","1"
"736.3     ","Acquired deformities of hip","0"
"736.30    ","Acquired deformity of hip NOS","1"
"736.30    ","Coxalgic pelvis","1"
"736.31    ","Acquired coxa valga","1"
"736.31    ","Coxa valga (acquired)","1"
"736.32    ","Acquired coxa vara","1"
"736.32    ","Coxa vara (acquired)","1"
"736.32    ","Femora vara","1"
"736.39    ","Acetabulum shallowness","1"
"736.39    ","Other acquired deformity of hip NEC","1"
"736.39    ","Shallowness, acetabulum","1"
"736.4     ","Genu valgum or varum (acquired)","0"
"736.41    ","Acquired genu valgum","1"
"736.41    ","Genu valgum (acquired)","1"
"736.41    ","Knock-knee","1"
"736.42    ","Acquired genu varum","1"
"736.42    ","Bowleg(s)","1"
"736.42    ","Genu varum (acquired)","1"
"736.5     ","Acquired genu recurvatum","1"
"736.5     ","Backknee","1"
"736.5     ","Genu recurvatum (acquired)","1"
"736.6     ","Acquired deformity of knee NOS","1"
"736.6     ","Other acquired deformities of knee","1"
"736.6     ","Other acquired deformity of knee NEC","1"
"736.7     ","Other acquired deformities of ankle and foot","0"
"736.70    ","Acquired deformity of ankle and foot NOS","1"
"736.70    ","Unspecified deformity of ankle and foot, acquired","1"
"736.71    ","Acquired clubfoot","1"
"736.71    ","Acquired equinovarus deformity","1"
"736.72    ","Acquired equinus deformity of foot","1"
"736.72    ","Equinus deformity of foot, acquired","1"
"736.73    ","Acquired cavus deformity of foot","1"
"736.73    ","Cavus deformity of foot","1"
"736.74    ","Acquired claw foot","1"
"736.74    ","Claw foot, acquired","1"
"736.75    ","Acquired cavovarus deformity of foot","1"
"736.75    ","Cavovarus deformity of foot, acquired","1"
"736.76    ","Other acquired calcaneus deformity NEC","1"
"736.76    ","Other calcaneus deformity","1"
"736.79    ","Dangle foot","1"
"736.8     ","Acquired deformities of other parts of limbs","0"
"736.81    ","Acquired unequal leg length","1"
"736.81    ","Discrepancy, leg length","1"
"736.81    ","Inequality, leg","1"
"736.81    ","Leg inequality","1"
"736.81    ","Leg length discrepancy","1"
"736.81    ","Leg lengthening","1"
"736.81    ","Lengthening, leg","1"
"736.81    ","Unequal leg","1"
"736.81    ","Unequal leg length (acquired)","1"
"736.89    ","Acquired deformity of arm NEC","1"
"736.89    ","Acquired deformity of leg NEC","1"
"736.89    ","Acquired deformity of shoulder NEC","1"
"736.89    ","Winged scapula","1"
"736.9     ","Acquired deformity of limb, site unspecified","1"
"737       ","Curvature of spine","0"
"737.0     ","Adolescent postural kyphosis","1"
"737.1     ","Acquired kyphosis","0"
"737.1     ","Kyphosis (acquired)","0"
"737.10    ","Acquired postural kyphosis","1"
"737.10    ","Hyphotic","1"
"737.10    ","Kyphosis","1"
"737.10    ","Kyphosis (acquired) (postural)","1"
"737.11    ","Kyphosis due to radiation","1"
"737.12    ","Kyphosis, postlaminectomy","1"
"737.12    ","Postlaminectomy kyphosis","1"
"737.19    ","Other acquired kyphosis NEC","1"
"737.2     ","Acquired lordosis","0"
"737.2     ","Lordosis (acquired)","0"
"737.20    ","Acquired postural lordosis","1"
"737.20    ","Lordosis","1"
"737.20    ","Lordosis (acquired) (postural)","1"
"737.21    ","Lordosis, postlaminectomy","1"
"737.21    ","Postlaminectomy lordosis","1"
"737.22    ","Other postsurgical lordosis","1"
"737.29    ","Other acquired lordosis NEC","1"
"737.3     ","Kyphoscoliosis and scoliosis","0"
"737.30    ","Idiopathic scoliosis and kyphoscoliosis","1"
"737.30    ","Kyphoscoliosis","1"
"737.30    ","Kyphoscoliotic","1"
"737.30    ","Scoliosis [and kyphoscoliosis], idiopathic","1"
"737.30    ","Scoliosis, idiopathic","1"
"737.31    ","Resolving infantile idiopathic scoliosis","1"
"737.32    ","Progressive infantile idiopathic sclerosis","1"
"737.32    ","Progressive infantile idiopathic scoliosis","1"
"737.33    ","Scoliosis due to radiation","1"
"737.34    ","Thoracogenic scoliosis","1"
"737.39    ","Other acquired scoliosis NEC","1"
"737.4     ","Curvature of spine associated with other conditions","0"
"737.40    ","Curvature of spine NOS","1"
"737.40    ","Curvature of spine, unspecified","1"
"737.41    ","Kyphosis associated with other conditions","1"
"737.42    ","Lordosis associated with other conditions","1"
"737.43    ","Scoliosis","1"
"737.43    ","Scoliosis NOS","1"
"737.8     ","Other curvature of spine NEC","1"
"737.8     ","Other curvatures of spine","1"
"737.9     ","Acquired curvature of spine NOS","1"
"737.9     ","Acquired hunchback","1"
"737.9     ","Humpback","1"
"737.9     ","Hunchback","1"
"737.9     ","Tilting vertebra","1"
"737.9     ","Unspecified curvature of spine","1"
"738       ","Other acquired deformity","0"
"738.0     ","Acquired deformity of nose","1"
"738.0     ","Overdevelopment of nasal bones","1"
"738.0     ","Squashed nose","1"
"738.1     ","Other acquired deformity of head","0"
"738.1     ","Other acquired deformity of head NEC","0"
"738.10    ","Other acquired deformity of head, unspecified deformity","1"
"738.11    ","Zygomatic hyperplasia","1"
"738.12    ","Zygomatic hypoplasia","1"
"738.19    ","Other specified deformity","1"
"738.2     ","Acquired deformity of neck","1"
"738.3     ","Acquired deformity of chest","1"
"738.3     ","Acquired deformity of chest and rib","1"
"738.3     ","Acquired deformity of rib","1"
"738.3     ","Acquired pectus carinatum","1"
"738.3     ","Acquired pectus excavatum","1"
"738.3     ","Barrel chest","1"
"738.3     ","Chest wall concavity","1"
"738.3     ","Concavity, chest wall","1"
"738.3     ","Shoemakers' chest","1"
"738.4     ","Acquired spondylolisthesis","1"
"738.4     ","Acquired spondylolisthesis NOS","1"
"738.4     ","Acquired spondylolysis NOS","1"
"738.4     ","Degenerative spondylolisthesis","1"
"738.4     ","Spondylolisthesis NOS","1"
"738.4     ","Spondylolisthesis, grade 1","1"
"738.4     ","Spondylolisthesis, grade 2","1"
"738.4     ","Spondylolisthesis, grade 3","1"
"738.4     ","Spondylolisthesis, grade 4","1"
"738.5     ","Acquired deformity of spine NOS","1"
"738.5     ","Other acquired deformity of back or spine","1"
"738.6     ","Acquired deformity of pelvis","1"
"738.6     ","Gynecoid pelvis, male","1"
"738.6     ","Male gynecoid pelvis","1"
"738.6     ","Nagele's pelvis","1"
"738.6     ","Obliquity, pelvis","1"
"738.6     ","Pelvic obliquity","1"
"738.6     ","Pelvis obliquity","1"
"738.6     ","Platypelloid pelvis","1"
"738.6     ","Scoliotic pelvis","1"
"738.6     ","Tipping pelvis","1"
"738.7     ","Cauliflower ear","1"
"738.7     ","Prizefighter ear","1"
"738.8     ","Acquired deformity of clavicle","1"
"738.8     ","Acquired deformity of other specified site","1"
"738.9     ","Acquired deformity of unspecified site","1"
"738.9     ","Acquired musculoskeletal deformity NOS","1"
"739       ","Nonallopathic lesion NEC","0"
"739       ","Nonallopathic lesions NEC","0"
"739       ","Segmental dysfunction","0"
"739       ","Somatic dysfunction","0"
"739.0     ","Nonallopathic lesion of head region","1"
"739.0     ","Nonallopathic lesion of occipitocervical region","1"
"739.1     ","Nonallopathic lesion of cervical region","1"
"739.1     ","Nonallopathic lesion of cervicothoracic region","1"
"739.2     ","Nonallopathic lesion of thoracic region","1"
"739.2     ","Nonallopathic lesion of thoracolumbar region","1"
"739.3     ","Nonallopathic lesion of lumbar region","1"
"739.3     ","Nonallopathic lesion of lumbosacral region","1"
"739.4     ","Nonallopathic lesion of sacral region","1"
"739.4     ","Nonallopathic lesion of sacrococcygeal region","1"
"739.4     ","Nonallopathic lesion of sacroiliac region","1"
"739.5     ","Nonallopathic lesion of hip region","1"
"739.5     ","Nonallopathic lesion of pelvic region","1"
"739.5     ","Nonallopathic lesion of pubic region","1"
"739.6     ","Nonallopathic lesion of lower extremities","1"
"739.7     ","Nonallopathic lesion of acromioclavicular region","1"
"739.7     ","Nonallopathic lesion of sternoclavicular region","1"
"739.7     ","Nonallopathic lesion of upper extremities","1"
"739.8     ","Nonallopathic lesion of costochondral region","1"
"739.8     ","Nonallopathic lesion of costovertebral region","1"
"739.8     ","Nonallopathic lesion of rib cage","1"
"739.8     ","Nonallopathic lesion of sternochondral region","1"
"739.9     ","Chiropractic dislocation","1"
"739.9     ","Nonallopathic lesion of abdomen","1"
"740       ","Anencephalus and similar anomalies","0"
"740.0     ","Acephalia","1"
"740.0     ","Acephalic monster","1"
"740.0     ","Acephalism","1"
"740.0     ","Acephalus","1"
"740.0     ","Acephaly","1"
"740.0     ","Acrania","1"
"740.0     ","Acraniate monster NOS","1"
"740.0     ","Acranius","1"
"740.0     ","Amyelencephalus","1"
"740.0     ","Anencephalic monster","1"
"740.0     ","Anencephalus","1"
"740.0     ","Anencephaly","1"
"740.0     ","Congenital absence of cerebrum","1"
"740.0     ","Hemianencephaly","1"
"740.0     ","Hemicephalia","1"
"740.0     ","Hemicephalus","1"
"740.0     ","Hemicephaly","1"
"740.0     ","Incomplete anencephaly","1"
"740.1     ","Craniorachischisis","1"
"740.2     ","Iniencephalus","1"
"740.2     ","Iniencephaly","1"
"741       ","Spina bifida","0"
"741       ","Spina bifida aperta","0"
"741       ","Spina bifida cystica","0"
"741       ","Spina bifida NOS","0"
"741.0     ","Arnold-Chiari malformation","0"
"741.0     ","Arnold-Chiari obstruction","0"
"741.0     ","Arnold-Chiari syndrome","0"
"741.0     ","Spina bifida with hydrocephalus","0"
"741.00    ","Spina bifida with hydrocephalus NOS","1"
"741.01    ","Spina bifida with hydrocephalus, cervical region","1"
"741.02    ","Spina bifida with hydrocephalus, dorsal region","1"
"741.03    ","Spina bifida with hydrocephalus, lumbar region","1"
"741.9     ","Billroth's disease","0"
"741.9     ","Congenital spinal hydromeningocele","0"
"741.9     ","Congenital spinal meningocele","0"
"741.9     ","Hydromeningocele","0"
"741.9     ","Hydromyelocele","0"
"741.9     ","Meningocele","0"
"741.9     ","Meningomyelocele","0"
"741.9     ","Myelocele","0"
"741.9     ","Myelocystocele","0"
"741.9     ","Myelomeningocele","0"
"741.9     ","Rachischisis","0"
"741.9     ","Spina bifida without hydrocephalus","0"
"741.9     ","Syringocele","0"
"741.9     ","Syringomyelocele","0"
"741.90    ","Spina bifida without hydrocephalus NOS","1"
"741.91    ","Spina bifida without hydrocephalus, cervical region","1"
"741.92    ","Spina bifida without hydrocephalus, dorsal region","1"
"741.93    ","Spina bifida without hydrocephalus, lumbar region","1"
"742       ","Other congenital anomalies of nervous system","0"
"742.0     ","Cephalocele","1"
"742.0     ","Congenital cerebral meningocele","1"
"742.0     ","Congenital cranial meningocele","1"
"742.0     ","Congenital meningocele NOS","1"
"742.0     ","Cranial hydromeningocele","1"
"742.0     ","Encephalocele","1"
"742.0     ","Encephalocele NOS","1"
"742.0     ","Encephalocystocele","1"
"742.0     ","Encephalomeningocele","1"
"742.0     ","Encephalomyelocele","1"
"742.0     ","Exancephalus","1"
"742.0     ","Exencephaly","1"
"742.0     ","Hydrencephalocele","1"
"742.0     ","Hydrencephalomeningocele","1"
"742.0     ","Hydrocephalocele","1"
"742.0     ","Hydroencephalocele","1"
"742.0     ","Hydroencephalomeningocele","1"
"742.0     ","Hydromeningocele NOS","1"
"742.0     ","Meningoencephalocele","1"
"742.1     ","Hydromicrocephaly","1"
"742.1     ","Micrencephalon, micrencephaly","1"
"742.1     ","Micrencephaly","1"
"742.1     ","Micrencephaly, micrencephalon","1"
"742.1     ","Microcephalic, microcephaly, microcephalus","1"
"742.1     ","Microcephalus","1"
"742.1     ","Microcephalus, microcephalic, microcephaly","1"
"742.1     ","Microcephaly","1"
"742.1     ","Microcephaly, microcephalus, microcephalic","1"
"742.1     ","Microencephalon","1"
"742.1     ","Oligoencephalon","1"
"742.2     ","Agenesis of part of brain","1"
"742.2     ","Agyria","1"
"742.2     ","Arhinencephaly","1"
"742.2     ","Arrhinencephaly","1"
"742.2     ","Congenital absence of part of brain","1"
"742.2     ","Congenital aplasia of part of brain","1"
"742.2     ","Congenital hypoplasia of part of brain","1"
"742.2     ","Holoprosencephaly","1"
"742.2     ","Holoprosencephaly sequence","1"
"742.2     ","Lissencephalia","1"
"742.2     ","Lissencephaly","1"
"742.2     ","Microgyria","1"
"742.2     ","Micropolygyria","1"
"742.2     ","Polymicrogyria","1"
"742.2     ","Reduction deformities of brain","1"
"742.3     ","Aqueduct forking of Sylvius","1"
"742.3     ","Aqueduct of Sylvius anomaly","1"
"742.3     ","Atresia of foramen of Luschka","1"
"742.3     ","Atresia of foramen of Magendie","1"
"742.3     ","Atresia, foramen of Magendie","1"
"742.3     ","Congenital hydrocephalus","1"
"742.3     ","Congenital obstruction of aqueduct of Sylvius","1"
"742.3     ","Congenital stenosis of aqueduct of Sylvius","1"
"742.3     ","Dandy-Walker deformity","1"
"742.3     ","Dandy-Walker syndrome","1"
"742.3     ","Forking, aqueduct of Sylvius","1"
"742.3     ","Hydrancephaly","1"
"742.3     ","Hydranencephaly","1"
"742.3     ","Hydrocephalus in newborn","1"
"742.4     ","Congenital cerebral cyst","1"
"742.4     ","Congenital cerebral porosis","1"
"742.4     ","Congenital porencephalia","1"
"742.4     ","Congenital porencephaly","1"
"742.4     ","Congenital ulegyria","1"
"742.4     ","Hematocephalus","1"
"742.4     ","Macroencephaly","1"
"742.4     ","Macrogyria","1"
"742.4     ","Megalencephaly","1"
"742.4     ","Multiple anomalies of brain NOS","1"
"742.4     ","Other specified anomalies of brain","1"
"742.4     ","Pachygyria","1"
"742.4     ","Porencephaly","1"
"742.4     ","Schizencephalic porencephaly","1"
"742.4     ","Schizencephaly","1"
"742.4     ","Ulegyria","1"
"742.5     ","Other specified anomalies of spinal cord","0"
"742.51    ","Diastematomyelia","1"
"742.53    ","Hydromyelia","1"
"742.53    ","Hydrorachis","1"
"742.53    ","Hydrorhachis","1"
"742.59    ","Amyelia","1"
"742.59    ","Atelomyelia","1"
"742.59    ","Congenital anomaly of spinal meninges NOS","1"
"742.59    ","Congenital hypoplasia of spinal cord","1"
"742.59    ","Defective development of cauda equina","1"
"742.59    ","Diplomyelia","1"
"742.59    ","Micromyelia","1"
"742.59    ","Myelatelia","1"
"742.59    ","Myelodysplasia","1"
"742.59    ","Myeloradiculodysplasia","1"
"742.8     ","Agenesis of nerve NOS","1"
"742.8     ","Developmental displacement of brachial plexus","1"
"742.8     ","Familial dysautonomia","1"
"742.8     ","Gunn's syndrome","1"
"742.8     ","Jaw-sinking syndrome","1"
"742.8     ","Jaw-winking phenomenon","1"
"742.8     ","Jaw-winking syndrome","1"
"742.8     ","Marcus Gunn's syndrome","1"
"742.8     ","Marcus-Gunn syndrome","1"
"742.8     ","Other specified anomalies of nervous system","1"
"742.8     ","Riley-Day syndrome","1"
"742.9     ","Congenital anomaly of brain NOS","1"
"742.9     ","Congenital anomaly of nervous system NOS","1"
"742.9     ","Congenital anomaly of spinal cord NOS","1"
"742.9     ","Congenital deformity of nervous system NOS","1"
"742.9     ","Congenital disease of brain NOS","1"
"742.9     ","Congenital disease of nervous system NOS","1"
"742.9     ","Congenital disease of spinal cord NOS","1"
"742.9     ","Congenital lesion of brain NOS","1"
"742.9     ","Congenital lesion of nervous system NOS","1"
"742.9     ","Congenital lesion of spinal cord NOS","1"
"742.9     ","Deformity of brain NOS","1"
"742.9     ","Deformity of spinal cord NOS","1"
"742.9     ","Unspecified anomaly of brain, spinal cord, and nervous system","1"
"743       ","Congenital anomalies of eye","0"
"743.0     ","Anophthalmos","0"
"743.00    ","Agenesis of eye","1"
"743.00    ","Anophthalmia","1"
"743.00    ","Anophthalmos NOS","1"
"743.00    ","Anophthalmus","1"
"743.00    ","Clinical anophthalmos NOS","1"
"743.00    ","Clinical anophthalmos, unspecified","1"
"743.00    ","Congenital absence of eye","1"
"743.03    ","Congenital cystic eyeball","1"
"743.03    ","Cystic eyeball, congenital","1"
"743.06    ","Cryptophthalmia","1"
"743.06    ","Cryptophthalmos","1"
"743.1     ","Dysplasia of eye","0"
"743.1     ","Hypoplasia of eye","0"
"743.1     ","Microphthalmos","0"
"743.1     ","Rudimentary eye","0"
"743.10    ","Microphthalmia","1"
"743.10    ","Microphthalmos NOS","1"
"743.10    ","Microphthalmos, unspecified","1"
"743.11    ","Simple microphthalmos","1"
"743.12    ","Microphthalmos associated with other anomalies of eye and adnexa","1"
"743.2     ","Buphthalmos","0"
"743.2     ","Congenital glaucoma","0"
"743.2     ","Newborn glaucoma","0"
"743.20    ","Buphthalmia","1"
"743.20    ","Buphthalmos NOS","1"
"743.20    ","Buphthalmos, unspecified","1"
"743.20    ","Hydrophthalmos","1"
"743.21    ","Simple buphthalmos","1"
"743.22    ","Buphthalmos associated with other ocular anomalies","1"
"743.22    ","Buphthalmos with congenital keratoglobus","1"
"743.22    ","Buphthalmos with macrocornea","1"
"743.22    ","Buphthalmos with megalocornea","1"
"743.3     ","Congenital cataract and lens anomalies","0"
"743.30    ","Congenital cataract NOS","1"
"743.30    ","Congenital cataract, unspecified","1"
"743.31    ","Capsular and subcapsular cataract","1"
"743.31    ","Congenital capsular cataract","1"
"743.31    ","Congenital subcapsular cataract","1"
"743.32    ","Congenital cortical cataract","1"
"743.32    ","Congenital lamellar cataract","1"
"743.32    ","Congenital zonular cataract","1"
"743.32    ","Cortical and zonular cataract","1"
"743.33    ","Embryonal nuclear cataract","1"
"743.34    ","Congenital complete cataract","1"
"743.34    ","Congenital subtotal cataract","1"
"743.34    ","Congenital total cataract","1"
"743.34    ","Total and subtotal cataract, congenital","1"
"743.35    ","Congenital absence of lens","1"
"743.35    ","Congenital aphakia","1"
"743.36    ","Anomalies of lens shape","1"
"743.36    ","Congenital anomaly of lens shape","1"
"743.36    ","Lens, increased, sphericity","1"
"743.36    ","Lenticonus","1"
"743.36    ","Lentiglobus","1"
"743.36    ","Microphakia","1"
"743.36    ","Sphericity, increased, lens","1"
"743.36    ","Spherophakia","1"
"743.37    ","Congenital ectopic lens","1"
"743.37    ","Ectopia lentis","1"
"743.39    ","Tunica vasculosa lentis","1"
"743.4     ","Coloboma and other anomalies of anterior segment","0"
"743.41    ","Anomalies of corneal size and shape","1"
"743.41    ","Dyscoria","1"
"743.41    ","Keratomegaly","1"
"743.41    ","Macrocornea","1"
"743.41    ","Megalocornea","1"
"743.41    ","Microcornea","1"
"743.42    ","Congenital corneal opacity interfering with vision","1"
"743.42    ","Corneal opacities, interfering with vision, congenital","1"
"743.43    ","Congenital corneal opacity not interfering with vision","1"
"743.43    ","Embryotoxon","1"
"743.43    ","Other corneal opacities, congenital","1"
"743.44    ","Axenfeld's anomaly","1"
"743.44    ","Axenfeld's syndrome","1"
"743.44    ","Congenital anomaly of anterior chamber of eye","1"
"743.44    ","Goniodysgenesis","1"
"743.44    ","Mesodermal dysgenesis of iris","1"
"743.44    ","Peter's anomaly","1"
"743.44    ","Rieger eye malformation sequence","1"
"743.44    ","Rieger's anomaly","1"
"743.44    ","Rieger's syndrome","1"
"743.45    ","Aniridia","1"
"743.45    ","Irideremia","1"
"743.46    ","Atresia of pupil","1"
"743.46    ","Congenital anisocoria","1"
"743.46    ","Congenital coloboma of iris","1"
"743.46    ","Corectopia","1"
"743.46    ","Heterochromia","1"
"743.46    ","Notch of iris","1"
"743.46    ","Other specified anomalies of iris and ciliary body","1"
"743.46    ","Polycoria","1"
"743.47    ","Congenital anomaly of sclera NOS","1"
"743.47    ","Specified anomalies of sclera","1"
"743.48    ","Multiple and combined anomalies of anterior segment","1"
"743.49    ","Coloboma","1"
"743.5     ","Congenital anomalies of posterior segment","0"
"743.51    ","Congenital anomaly of vitreous body NOS","1"
"743.51    ","Congenital opacity of vitreous body","1"
"743.51    ","Mesostromal dysgenesis","1"
"743.51    ","Vitreous anomalies","1"
"743.52    ","Fundus coloboma","1"
"743.52    ","Retinochoroidal coloboma","1"
"743.53    ","Chorioretinal degeneration, congenital","1"
"743.53    ","Congenital chorioretinal degeneration","1"
"743.54    ","Congenital cyst of posterior segment of eye","1"
"743.54    ","Congenital fold of posterior segment of eye","1"
"743.54    ","Congenital folds and cysts of posterior segment","1"
"743.55    ","Congenital anomaly of macula NOS","1"
"743.55    ","Congenital macular changes","1"
"743.56    ","Congenital anomaly of retina NOS","1"
"743.56    ","Other retinal changes, congenital","1"
"743.57    ","Congenital anomaly of optic disc","1"
"743.57    ","Congenital coloboma of optic disc","1"
"743.57    ","Congenital conus choroid","1"
"743.57    ","Congenital crescent choroid","1"
"743.57    ","Conus","1"
"743.57    ","Conus choroid, congenital","1"
"743.57    ","Crescent choroid, congenital","1"
"743.57    ","Specified anomalies of optic disc","1"
"743.58    ","Congenital retinal aneurysm","1"
"743.58    ","Congenital vascular anomaly of eye NOS","1"
"743.59    ","Congenital anomalies of posterior segment of eye NEC","1"
"743.6     ","Congenital anomalies of eyelids, lacrimal system, and orbit","0"
"743.6     ","Congenital anomaly of eyelid NOS","0"
"743.6     ","Congenital anomaly of lacrimal system NOS","0"
"743.61    ","Congenital ptosis","1"
"743.61    ","Congenital ptosis of upper eyelid","1"
"743.62    ","Ablepharia","1"
"743.62    ","Ablepharon","1"
"743.62    ","Ablephary","1"
"743.62    ","Abnormal narrowness of eyelid","1"
