hcfa_icd_9,hcfa_disease_name,hcfa_valid
"941.38","3RD DEG BURN NECK",65535
"941.39","3RD DEG BURN HEAD-MULT",65535
"941.4","DEEP 3RD DEG BURN HEAD*",0
"941.40","DEEP 3 DEG BURN HEAD NOS",65535
"941.41","DEEP 3RD DEG BURN EAR",65535
"941.42","DEEP 3RD DEG BURN EYE",65535
"941.43","DEEP 3RD DEG BURN LIP",65535
"941.44","DEEP 3RD DEG BURN CHIN",65535
"941.45","DEEP 3RD DEG BURN NOSE",65535
"941.46","DEEP 3RD DEG BURN SCALP",65535
"941.47","DEEP 3RD BURN FACE NEC",65535
"941.48","DEEP 3RD DEG BURN NECK",65535
"941.49","DEEP 3 DEG BRN HEAD-MULT",65535
"941.5","3RD DEG BURN W LOSS-HEAD",0
"941.50","3RD BURN W LOSS-HEAD NOS",65535
"941.51","3RD DEG BURN W LOSS-EAR",65535
"941.52","3RD DEG BURN W LOSS-EYE",65535
"941.53","3RD DEG BURN W LOSS-LIP",65535
"941.54","3RD DEG BURN W LOSS-CHIN",65535
"941.55","3RD DEG BURN W LOSS-NOSE",65535
"941.56","3RD DEG BRN W LOSS-SCALP",65535
"941.57","3RD BURN W LOSS-FACE NEC",65535
"941.58","3RD DEG BURN W LOSS-NECK",65535
"941.59","3RD BRN W LOSS-HEAD MULT",65535
"942","BURN OF TRUNK*",0
"942.0","BURN NOS TRUNK*",0
"942.00","BURN NOS TRUNK-UNSPEC",65535
"942.01","BURN NOS BREAST",65535
"942.02","BURN NOS CHEST WALL",65535
"942.03","BURN NOS ABDOMINAL WALL",65535
"942.04","BURN NOS BACK",65535
"942.05","BURN NOS GENITALIA",65535
"942.09","BURN NOS TRUNK NEC",65535
"942.1","1ST DEGREE BURN TRUNK*",0
"942.10","1ST DEG BURN TRUNK NOS",65535
"942.11","1ST DEG BURN BREAST",65535
"942.12","1ST DEG BURN CHEST WALL",65535
"942.13","1ST DEG BURN ABDOMN WALL",65535
"942.14","1ST DEG BURN BACK",65535
"942.15","1ST DEG BURN GENITALIA",65535
"942.19","1ST DEG BURN TRUNK NEC",65535
"942.2","2ND DEGREE BURN TRUNK*",0
"942.20","2ND DEG BURN TRUNK NOS",65535
"942.21","2ND DEG BURN BREAST",65535
"942.22","2ND DEG BURN CHEST WALL",65535
"942.23","2ND DEG BURN ABDOMN WALL",65535
"942.24","2ND DEG BURN BACK",65535
"942.25","2ND DEG BURN GENITALIA",65535
"942.29","2ND DEG BURN TRUNK NEC",65535
"942.3","3RD DEGREE BURN TRUNK*",0
"942.30","3RD DEG BURN TRUNK NOS",65535
"942.31","3RD DEG BURN BREAST",65535
"942.32","3RD DEG BURN CHEST WALL",65535
"942.33","3RD DEG BURN ABDOMN WALL",65535
"942.34","3RD DEG BURN BACK",65535
"942.35","3RD DEG BURN GENITALIA",65535
"942.39","3RD DEG BURN TRUNK NEC",65535
"942.4","DEEP 3RD DEG BURN TRUNK*",0
"942.40","DEEP 3RD BURN TRUNK NOS",65535
"942.41","DEEP 3RD DEG BURN BREAST",65535
"942.42","DEEP 3RD BURN CHEST WALL",65535
"942.43","DEEP 3RD BURN ABDOM WALL",65535
"942.44","DEEP 3RD DEG BURN BACK",65535
"942.45","DEEP 3RD BURN GENITALIA",65535
"942.49","DEEP 3RD BURN TRUNK NEC",65535
"942.5","3 DEG BURN W LOSS-TRUNK*",0
"942.50","3RD BRN W LOSS-TRUNK NOS",65535
"942.51","3RD BURN W LOSS-BREAST",65535
"942.52","3RD BRN W LOSS-CHEST WLL",65535
"942.53","3RD BRN W LOSS-ABDOM WLL",65535
"942.54","3RD DEG BURN W LOSS-BACK",65535
"942.55","3RD BRN W LOSS-GENITALIA",65535
"942.59","3RD BRN W LOSS-TRUNK NEC",65535
"943","BURN OF ARM*",0
"943.0","BURN NOS ARM*",0
"943.00","BURN NOS ARM-UNSPEC",65535
"943.01","BURN NOS FOREARM",65535
"943.02","BURN NOS ELBOW",65535
"943.03","BURN NOS UPPER ARM",65535
"943.04","BURN NOS AXILLA",65535
"943.05","BURN NOS SHOULDER",65535
"943.06","BURN NOS SCAPULA",65535
"943.09","BURN NOS ARM-MULTIPLE",65535
"943.1","1ST DEGREE BURN ARM*",0
"943.10","1ST DEG BURN ARM NOS",65535
"943.11","1ST DEG BURN FOREARM",65535
"943.12","1ST DEG BURN ELBOW",65535
"943.13","1ST DEG BURN UPPER ARM",65535
"943.14","1ST DEG BURN AXILLA",65535
"943.15","1ST DEG BURN SHOULDER",65535
"943.16","1ST DEG BURN SCAPULA",65535
"943.19","1ST DEG BURN ARM-MULT",65535
"943.2","2ND DEGREE BURN ARM*",0
"943.20","2ND DEG BURN ARM NOS",65535
"943.21","2ND DEG BURN FOREARM",65535
"943.22","2ND DEG BURN ELBOW",65535
"943.23","2ND DEG BURN UPPER ARM",65535
"943.24","2ND DEG BURN AXILLA",65535
"943.25","2ND DEG BURN SHOULDER",65535
"943.26","2ND DEG BURN SCAPULA",65535
"943.29","2ND DEG BURN ARM-MULT",65535
"943.3","3RD DEGREE BURN ARM*",0
"943.30","3RD DEG BURN ARM NOS",65535
"943.31","3RD DEG BURN FOREARM",65535
"943.32","3RD DEG BURN ELBOW",65535
"943.33","3RD DEG BURN UPPER ARM",65535
"943.34","3RD DEG BURN AXILLA",65535
"943.35","3RD DEG BURN SHOULDER",65535
"943.36","3RD DEG BURN SCAPULA",65535
"943.39","3RD DEG BURN ARM-MULT",65535
"943.4","DEEP 3RD DEG BURN ARM*",0
"943.40","DEEP 3 DEG BURN ARM NOS",65535
"943.41","DEEP 3 DEG BURN FOREARM",65535
"943.42","DEEP 3 DEG BURN ELBOW",65535
"943.43","DEEP 3 DEG BRN UPPER ARM",65535
"943.44","DEEP 3 DEG BURN AXILLA",65535
"943.45","DEEP 3 DEG BURN SHOULDER",65535
"943.46","DEEP 3 DEG BURN SCAPULA",65535
"943.49","DEEP 3 DEG BURN ARM-MULT",65535
"943.5","3RD DEG BURN W LOSS-ARM*",0
"943.50","3RD BURN W LOSS-ARM NOS",65535
"943.51","3RD BURN W LOSS-FOREARM",65535
"943.52","3RD BURN W LOSS-ELBOW",65535
"943.53","3RD BRN W LOSS-UPPER ARM",65535
"943.54","3RD BURN W LOSS-AXILLA",65535
"943.55","3RD BURN W LOSS-SHOULDER",65535
"943.56","3RD BURN W LOSS-SCAPULA",65535
"943.59","3RD BURN W LOSS ARM-MULT",65535
"944","BURN OF HAND & WRIST*",0
"944.0","BURN NOS HAND & WRIST*",0
"944.00","BURN NOS HAND-UNSPEC",65535
"944.01","BURN NOS FINGER",65535
"944.02","BURN NOS THUMB",65535
"944.03","BURN NOS MULT FINGERS",65535
"944.04","BURN NOS FINGER W THUMB",65535
"944.05","BURN NOS PALM",65535
"944.06","BURN NOS BACK OF HAND",65535
"944.07","BURN NOS WRIST",65535
"944.08","BURN NOS HAND-MULTIPLE",65535
"944.1","1ST DEGREE BURN HAND*",0
"944.10","1ST DEG BURN HAND NOS",65535
"944.11","1ST DEG BURN FINGER",65535
"944.12","1ST DEG BURN THUMB",65535
"944.13","1ST DEG BURN MULT FINGER",65535
"944.14","1 DEG BURN FINGR W THUMB",65535
"944.15","1ST DEG BURN PALM",65535
"944.16","1 DEG BURN BACK OF HAND",65535
"944.17","1ST DEG BURN WRIST",65535
"944.18","1ST DEG BURN HAND-MULT",65535
"944.2","2ND DEGREE BURN HAND*",0
"944.20","2ND DEG BURN HAND NOS",65535
"944.21","2ND DEG BURN FINGER",65535
"944.22","2ND DEG BURN THUMB",65535
"944.23","2ND DEG BURN MULT FINGER",65535
"944.24","2 DEG BURN FINGR W THUMB",65535
"944.25","2ND DEG BURN PALM",65535
"944.26","2 DEG BURN BACK OF HAND",65535
"944.27","2ND DEG BURN WRIST",65535
"944.28","2ND DEG BURN HAND-MULT",65535
"944.3","3RD DEGREE BURN HAND*",0
"944.30","3RD DEG BURN HAND NOS",65535
"944.31","3RD DEG BURN FINGER",65535
"944.32","3RD DEG BURN THUMB",65535
"944.33","3RD DEG BURN MULT FINGER",65535
"944.34","3 DEG BURN FINGR W THUMB",65535
"944.35","3RD DEG BURN PALM",65535
"944.36","3 DEG BURN BACK OF HAND",65535
"944.37","3RD DEG BURN WRIST",65535
"944.38","3RD DEG BURN HAND-MULT",65535
"944.4","DEEP 3RD DEG BURN HAND*",0
"944.40","DEEP 3 DEG BRN HAND NOS",65535
"944.41","DEEP 3 DEG BURN FINGER",65535
"944.42","DEEP 3 DEG BURN THUMB",65535
"944.43","DEEP 3RD BRN MULT FINGER",65535
"944.44","DEEP 3RD BRN FNGR W THMB",65535
"944.45","DEEP 3 DEG BURN PALM",65535
"944.46","DEEP 3RD BRN BACK OF HND",65535
"944.47","DEEP 3 DEG BURN WRIST",65535
"944.48","DEEP 3 DEG BRN HAND-MULT",65535
"944.5","3RD DEG BURN W LOSS-HAND",0
"944.50","3RD BRN W LOSS-HAND NOS",65535
"944.51","3RD BURN W LOSS-FINGER",65535
"944.52","3RD BURN W LOSS-THUMB",65535
"944.53","3RD BRN W LOSS-MULT FNGR",65535
"944.54","3RD BRN W LOSS-FNGR/THMB",65535
"944.55","3RD BURN W LOSS-PALM",65535
"944.56","3RD BRN W LOSS-BK OF HND",65535
"944.57","3RD BURN W LOSS-WRIST",65535
"944.58","3RD BRN W LOSS HAND-MULT",65535
"945","BURN OF LEG*",0
"945.0","BURN NOS LEG*",0
"945.00","BURN NOS LEG-UNSPEC",65535
"945.01","BURN NOS TOE",65535
"945.02","BURN NOS FOOT",65535
"945.03","BURN NOS ANKLE",65535
"945.04","BURN NOS LOWER LEG",65535
"945.05","BURN NOS KNEE",65535
"945.06","BURN NOS THIGH",65535
"945.09","BURN NOS LEG-MULTIPLE",65535
"945.1","1ST DEGREE BURN LEG*",0
"945.10","1ST DEG BURN LEG NOS",65535
"945.11","1ST DEG BURN TOE",65535
"945.12","1ST DEG BURN FOOT",65535
"945.13","1ST DEG BURN ANKLE",65535
"945.14","1ST DEG BURN LOWER LEG",65535
"945.15","1ST DEG BURN KNEE",65535
"945.16","1ST DEG BURN THIGH",65535
"945.19","1ST DEG BURN LEG-MULT",65535
"945.2","2ND DEGREE BURN LEG*",0
"945.20","2ND DEG BURN LEG NOS",65535
"945.21","2ND DEG BURN TOE",65535
"945.22","2ND DEG BURN FOOT",65535
"945.23","2ND DEG BURN ANKLE",65535
"945.24","2ND DEG BURN LOWER LEG",65535
"945.25","2ND DEG BURN KNEE",65535
"945.26","2ND DEG BURN THIGH",65535
"945.29","2ND DEG BURN LEG-MULT",65535
"945.3","3RD DEGREE BURN LEG*",0
"945.30","3RD DEG BURN LEG NOS",65535
"945.31","3RD DEG BURN TOE",65535
"945.32","3RD DEG BURN FOOT",65535
"945.33","3RD DEG BURN ANKLE",65535
"945.34","3RD DEG BURN LOW LEG",65535
"945.35","3RD DEG BURN KNEE",65535
"945.36","3RD DEG BURN THIGH",65535
"945.39","3RD DEG BURN LEG-MULT",65535
"945.4","DEEP 3RD DEGREE BURN LEG",0
"945.40","DEEP 3RD DEG BRN LEG NOS",65535
"945.41","DEEP 3RD DEG BURN TOE",65535
"945.42","DEEP 3RD DEG BURN FOOT",65535
"945.43","DEEP 3RD DEG BURN ANKLE",65535
"945.44","DEEP 3RD DEG BRN LOW LEG",65535
"945.45","DEEP 3RD DEG BURN KNEE",65535
"945.46","DEEP 3RD DEG BURN THIGH",65535
"945.49","DEEP 3 DEG BURN LEG-MULT",65535
"945.5","3RD DEG BURN W LOSS-LEG*",0
"945.50","3 DEG BRN W LOSS-LEG NOS",65535
"945.51","3 DEG BURN W LOSS-TOE",65535
"945.52","3 DEG BURN W LOSS-FOOT",65535
"945.53","3 DEG BURN W LOSS-ANKLE",65535
"945.54","3 DEG BRN W LOSS-LOW LEG",65535
"945.55","3 DEG BURN W LOSS-KNEE",65535
"945.56","3 DEG BURN W LOSS-THIGH",65535
"945.59","3 DEG BRN W LOSS LEG-MLT",65535
"946","BURN OF MULTIPLE SITE*",0
"946.0","BURN NOS MULTIPLE SITE",65535
"946.1","1ST DEG BURN MULT SITE",65535
"946.2","2ND DEG BURN MULT SITE",65535
"946.3","3RD DEG BURN MULT SITE",65535
"946.4","DEEP 3 DEG BRN MULT SITE",65535
"946.5","3RD BRN W LOSS-MULT SITE",65535
"947","BURN OF INTERNAL ORGANS*",0
"947.0","BURN OF MOUTH & PHARYNX",65535
"947.1","BURN LARYNX/TRACHEA/LUNG",65535
"947.2","BURN OF ESOPHAGUS",65535
"947.3","BURN OF GI TRACT",65535
"947.4","BURN OF VAGINA & UTERUS",65535
"947.8","BURN INTERNAL ORGAN NEC",65535
"947.9","BURN INTERNAL ORGAN NOS",65535
"948","BURN BY % BODY SURFACE*",0
"948.0","BODY SURFACE BURN < 10%*",0
"948.00","BDY BRN < 10%/3D DEG NOS",65535
"948.1","10-19% BODY SURFACE BURN",0
"948.10","10-19% BDY BRN/3 DEG NOS",65535
"948.11","10-19% BDY BRN/10-19% 3D",65535
"948.2","20-29% BODY SURFACE BURN",0
"948.20","20-29% BDY BRN/3 DEG NOS",65535
"948.21","20-29% BDY BRN/10-19% 3D",65535
"948.22","20-29% BDY BRN/20-29% 3D",65535
"948.3","30-39% BODY SURFACE BURN",0
"948.30","30-39% BDY BRN/3 DEG NOS",65535
"948.31","30-39% BDY BRN/10-19% 3D",65535
"948.32","30-39% BDY BRN/20-29% 3D",65535
"948.33","30-39% BDY BRN/30-39% 3D",65535
"948.4","40-49% BODY SURFACE BURN",0
"948.40","40-49% BDY BRN/3 DEG NOS",65535
"948.41","40-49% BDY BRN/10-19% 3D",65535
"948.42","40-49% BDY BRN/20-29% 3D",65535
"948.43","40-49% BDY BRN/30-39% 3D",65535
"948.44","40-49% BDY BRN/40-49% 3D",65535
"948.5","50-59% BODY SURFACE BURN",0
"948.50","50-59% BDY BRN/3 DEG NOS",65535
"948.51","50-59% BDY BRN/10-19% 3D",65535
"948.52","50-59% BDY BRN/20-29% 3D",65535
"948.53","50-59% BDY BRN/30-39% 3D",65535
"948.54","50-59% BDY BRN/40-49% 3D",65535
"948.55","50-59% BDY BRN/50-59% 3D",65535
"948.6","60-69% BODY SURFACE BURN",0
"948.60","60-69% BDY BRN/3 DEG NOS",65535
"948.61","60-69% BDY BRN/10-19% 3D",65535
"948.62","60-69% BDY BRN/20-29% 3D",65535
"948.63","60-69% BDY BRN/30-39% 3D",65535
"948.64","60-69% BDY BRN/40-49% 3D",65535
"948.65","60-69% BDY BRN/50-59% 3D",65535
"948.66","60-69% BDY BRN/60-69% 3D",65535
"948.7","70-79% BODY SURFACE BURN",0
"948.70","70-79% BDY BRN/3 DEG NOS",65535
"948.71","70-79% BDY BRN/10-19% 3D",65535
"948.72","70-79% BDY BRN/20-29% 3D",65535
"948.73","70-79% BDY BRN/30-39% 3D",65535
"948.74","70-79% BDY BRN/40-49% 3D",65535
"948.75","70-79% BDY BRN/50-59% 3D",65535
"948.76","70-79% BDY BRN/60-69% 3D",65535
"948.77","70-79% BDY BRN/70-79% 3D",65535
"948.8","80-89% BODY SURFACE BURN",0
"948.80","80-89% BDY BRN/3 DEG NOS",65535
"948.81","80-89% BDY BRN/10-19% 3D",65535
"948.82","80-89% BDY BRN/20-29% 3D",65535
"948.83","80-89% BDY BRN/30-39% 3D",65535
"948.84","80-89% BDY BRN/40-49% 3D",65535
"948.85","80-89% BDY BRN/50-59% 3D",65535
"948.86","80-89% BDY BRN/60-69% 3D",65535
"948.87","80-89% BDY BRN/70-79% 3D",65535
"948.88","80-89% BDY BRN/80-89% 3D",65535
"948.9","90% OR MORE BDY SURF BRN",0
"948.90","90% + BDY BRN/3D DEG NOS",65535
"948.91","90% + BDY BRN/10-19% 3RD",65535
"948.92","90% + BDY BRN/20-29% 3RD",65535
"948.93","90% + BDY BRN/30-39% 3RD",65535
"948.94","90% + BDY BRN/40-49% 3RD",65535
"948.95","90% + BDY BRN/50-59% 3RD",65535
"948.96","90% + BDY BRN/60-69% 3RD",65535
"948.97","90% + BDY BRN/70-79% 3RD",65535
"948.98","90% + BDY BRN/80-89% 3RD",65535
"948.99","90% + BDY BRN/90% + 3RD",65535
"949","BURN UNSPECIFIED*",0
"949.0","BURN NOS",65535
"949.1","1ST DEGREE BURN NOS",65535
"949.2","2ND DEGREE BURN NOS",65535
"949.3","3RD DEGREE BURN NOS",65535
"949.4","DEEP 3RD DEG BURN NOS",65535
"949.5","3RD BURN W LOSS-SITE NOS",65535
"950","INJ OPTIC NERV/PATHWAYS*",0
"950.0","OPTIC NERVE INJURY",65535
"950.1","INJURY TO OPTIC CHIASM",65535
"950.2","INJURY TO OPTIC PATHWAYS",65535
"950.3","INJURY TO VISUAL CORTEX",65535
"950.9","INJ OPTIC NERV/PATH NOS",65535
"951","CRANIAL NERVE INJURY NEC",0
"951.0","INJURY OCULOMOTOR NERVE",65535
"951.1","INJURY TROCHLEAR NERVE",65535
"951.2","INJURY TRIGEMINAL NERVE",65535
"951.3","INJURY ABDUCENS NERVE",65535
"951.4","INJURY TO FACIAL NERVE",65535
"951.5","INJURY TO ACOUSTIC NERVE",65535
"951.6","INJURY ACCESSORY NERVE",65535
"951.7","INJURY HYPOGLOSSAL NERVE",65535
"951.8","INJURY CRANIAL NERVE NEC",65535
"951.9","INJURY CRANIAL NERVE NOS",65535
"952","SPINAL CORD INJ W/O FX*",0
"952.0","CERVICAL SPINAL CORD INJ",0
"952.00","C1-C4 SPIN CORD INJ NOS",65535
"952.01","COMPLETE LES CORD/C1-C4",65535
"952.02","ANTERIOR CORD SYND/C1-C4",65535
"952.03","CENTRAL CORD SYND/C1-C4",65535
"952.04","C1-C4 SPIN CORD INJ NEC",65535
"952.05","C5-C7 SPIN CORD INJ NOS",65535
"952.06","COMPLETE LES CORD/C5-C7",65535
"952.07","ANTERIOR CORD SYND/C5-C7",65535
"952.08","CENTRAL CORD SYND/C5-C7",65535
"952.09","C5-C7 SPIN CORD INJ NEC",65535
"952.1","DORSAL SPINAL CORD INJUR",0
"952.10","T1-T6 SPIN CORD INJ NOS",65535
"952.11","COMPLETE LES CORD/T1-T6",65535
"952.12","ANTERIOR CORD SYND/T1-T6",65535
"952.13","CENTRAL CORD SYND/T1-T6",65535
"952.14","T1-T6 SPIN CORD INJ NEC",65535
"952.15","T7-T12 SPIN CORD INJ NOS",65535
"952.16","COMPLETE LES CORD/T7-T12",65535
"952.17","ANTERIOR CORD SYN/T7-T12",65535
"952.18","CENTRAL CORD SYN/T7-T12",65535
"952.19","T7-T12 SPIN CORD INJ NEC",65535
"952.2","LUMBAR SPINAL CORD INJUR",65535
"952.3","SACRAL SPINAL CORD INJUR",65535
"952.4","CAUDA EQUINA INJURY",65535
"952.8","SPIN CORD INJ-MULT SITE",65535
"952.9","SPINAL CORD INJURY NOS",65535
"953","INJ NERVE ROOT/SPIN PLEX",0
"953.0","CERVICAL ROOT INJURY",65535
"953.1","DORSAL ROOT INJURY",65535
"953.2","LUMBAR ROOT INJURY",65535
"953.3","SACRAL ROOT INJURY",65535
"953.4","BRACHIAL PLEXUS INJURY",65535
"953.5","LUMBOSACRAL PLEX INJURY",65535
"953.8","MULT NERVE ROOT/PLEX INJ",65535
"953.9","INJ NERVE ROOT/PLEX NOS",65535
"954","INJURY OTH TRUNK NERVE*",0
"954.0","INJ CERV SYMPATH NERVE",65535
"954.1","INJ SYMPATH NERVE NEC",65535
"954.8","INJURY TRUNK NERVE NEC",65535
"954.9","INJURY TRUNK NERVE NOS",65535
"955","INJ PERIPH NERV SHLD/ARM",0
"955.0","INJURY AXILLARY NERVE",65535
"955.1","INJURY MEDIAN NERVE",65535
"955.2","INJURY ULNAR NERVE",65535
"955.3","INJURY RADIAL NERVE",65535
"955.4","INJ MUSCULOCUTAN NERVE",65535
"955.5","INJ CUTAN SENSO NERV/ARM",65535
"955.6","INJURY DIGITAL NERVE",65535
"955.7","INJ NERVE SHLDR/ARM NEC",65535
"955.8","INJ MULT NERVE SHLDR/ARM",65535
"955.9","INJ NERVE SHLDR/ARM NOS",65535
"956","INJ PERIPH NERV PELV/LEG",0
"956.0","INJURY SCIATIC NERVE",65535
"956.1","INJURY FEMORAL NERVE",65535
"956.2","INJ POSTERIOR TIB NERVE",65535
"956.3","INJURY PERONEAL NERVE",65535
"956.4","INJ CUTAN SENSO NERV/LEG",65535
"956.5","INJ NERVE PELV/LEG NEC",65535
"956.8","INJ MULT NERVE PELV/LEG",65535
"956.9","INJ NERVE PELV/LEG NOS",65535
"957","INJURY TO NERVE NEC/NOS*",0
"957.0","INJ SUPERF NERV HEAD/NCK",65535
"957.1","INJURY TO NERVE NEC",65535
"957.8","INJURY TO MULT NERVES",65535
"957.9","INJURY TO NERVE NOS",65535
"958","EARLY COMPLIC OF TRAUMA*",0
"958.0","AIR EMBOLISM",65535
"958.1","FAT EMBOLISM",65535
"958.2","SECONDARY/RECUR HEMORR",65535
"958.3","POSTTRAUM WND INFEC NEC",65535
"958.4","TRAUMATIC SHOCK",65535
"958.5","TRAUMATIC ANURIA",65535
"958.6","VOLKMANN'S ISCH CONTRACT",65535
"958.7","TRAUM SUBCUTAN EMPHYSEMA",65535
"958.8","EARLY COMPLIC TRAUMA NEC",65535
"958.90","COMPARTMENT SYNDROME NOS",65535
"958.91","TRAUMA COMP SYND UP EXT",65535
"958.92","TRAUMA COMP SYND LOW EXT",65535
"958.93","TRAUMA COMPART SYND ABD",65535
"958.99","TRAUMA COMPART SYND NEC",65535
"959","INJURY NEC/NOS*",0
"959.0","FACE AND NECK INJURY NOS",0
"959.01","HEAD INJURY NOS",65535
"959.09","FACE & NECK INJURY",65535
"959.1","TRUNK INJURY NOS",0
"959.11","INJURY OF CHEST WALL NEC",65535
"959.12","INJURY OF ABDOMEN NEC",65535
"959.13","FX CORPUS CAVRNOSM PENIS",65535
"959.14","INJ EXTERNAL GENITAL NEC",65535
"959.19","TRUNK INJURY-SITES NEC",65535
"959.2","SHLDR/UPPER ARM INJ NOS",65535
"959.3","ELB/FOREARM/WRST INJ NOS",65535
"959.4","HAND INJURY NOS",65535
"959.5","FINGER INJURY NOS",65535
"959.6","HIP & THIGH INJURY NOS",65535
"959.7","LOWER LEG INJURY NOS",65535
"959.8","INJURY MLT SITE/SITE NEC",65535
"959.9","INJURY-SITE NOS",65535
"960","POISONING BY ANTIBIOTICS",0
"960.0","POISONING-PENICILLINS",65535
"960.1","POIS-ANTIFUNGAL ANTIBIOT",65535
"960.2","POISON-CHLORAMPHENICOL",65535
"960.3","POIS-ERYTHROMYC/MACROLID",65535
"960.4","POISONING-TETRACYCLINE",65535
"960.5","POIS-CEPHALOSPORIN GROUP",65535
"960.6","POIS-ANTIMYCOBAC ANTIBIO",65535
"960.7","POIS-ANTINEOP ANTIBIOTIC",65535
"960.8","POISONING-ANTIBIOTIC NEC",65535
"960.9","POISONING-ANTIBIOTIC NOS",65535
"961","POISONING-ANTI-INFEC NEC",0
"961.0","POISONING-SULFONAMIDES",65535
"961.1","POIS-ARSENIC ANTI-INFEC",65535
"961.2","POIS-HEAV MET ANTI-INFEC",65535
"961.3","POIS-QUINOLINE/HYDROXYQU",65535
"961.4","POISONING-ANTIMALARIALS",65535
"961.5","POIS-ANTIPROTOZ DRUG NEC",65535
"961.6","POISONING-ANTHELMINTICS",65535
"961.7","POISONING-ANTIVIRAL DRUG",65535
"961.8","POIS-ANTIMYCOBAC DRG NEC",65535
"961.9","POIS-ANTI-INFECT NEC/NOS",65535
"962","POISONING BY HORMONES*",0
"962.0","POIS-CORTICOSTEROIDS",65535
"962.1","POISONING-ANDROGENS",65535
"962.2","POISONING-OVARIAN HORMON",65535
"962.3","POISON-INSULIN/ANTIDIAB",65535
"962.4","POIS-ANT PITUITARY HORM",65535
"962.5","POIS-POST PITUITARY HORM",65535
"962.6","POISONING-PARATHYROIDS",65535
"962.7","POISONING-THYROID/DERIV",65535
"962.8","POISON-ANTITHYROID AGENT",65535
"962.9","POISONING HORMON NEC/NOS",65535
"963","POISONING-SYSTEMIC AGENT",0
"963.0","POIS-ANTIALLRG/ANTIEMET",65535
"963.1","POIS-ANTINEOPL/IMMUNOSUP",65535
"963.2","POISONING-ACIDIFYING AGT",65535
"963.3","POISONING-ALKALIZING AGT",65535
"963.4","POISONING-ENZYMES NEC",65535
"963.5","POISONING-VITAMINS NEC",65535
"963.8","POISONING-SYSTEM AGT NEC",65535
"963.9","POISONING-SYSTEM AGT NOS",65535
"964","POIS-BLOOD AFFECTING AGT",0
"964.0","POISONING-IRON/COMPOUNDS",65535
"964.1","POISON-LIVER/ANTIANEMICS",65535
"964.2","POISONING-ANTICOAGULANTS",65535
"964.3","POISONING-VITAMIN K",65535
"964.4","POISON-FIBRINOLYSIS AGNT",65535
"964.5","POISONING-COAGULANTS",65535
"964.6","POISONING-GAMMA GLOBULIN",65535
"964.7","POISONING-BLOOD PRODUCT",65535
"964.8","POISONING-BLOOD AGT NEC",65535
"964.9","POISONING-BLOOD AGT NOS",65535
"965","POIS-ANALGESIC/ANTIPYRET",0
"965.0","POISONING-OPIATES*",0
"965.00","POISONING-OPIUM NOS",65535
"965.01","POISONING-HEROIN",65535
"965.02","POISONING-METHADONE",65535
"965.09","POISONING-OPIATES NEC",65535
"965.1","POISONING-SALICYLATES",65535
"965.4","POIS-AROM ANALGESICS NEC",65535
"965.5","POISONING-PYRAZOLE DERIV",65535
"965.6","POISONING-ANTIRHEUMATICS",0
"965.61","POIS-PROPIONIC ACID DERV",65535
"965.69","POISON-ANTIRHEUMATIC NEC",65535
"965.7","POIS-NO-NARC ANALGES NEC",65535
"965.8","POIS-ANALGES/ANTIPYR NEC",65535
"965.9","POIS-ANALGES/ANTIPYR NOS",65535
"966","POISON-ANTICONVULSANTS*",0
"966.0","POISON-OXAZOLIDINE DERIV",65535
"966.1","POISON-HYDANTOIN DERIVAT",65535
"966.2","POISONING-SUCCINIMIDES",65535
"966.3","POIS-ANTICONVUL NEC/NOS",65535
"966.4","POIS-ANTI-PARKINSON DRUG",65535
"967","POISON-SEDATIVE/HYPNOTIC",0
"967.0","POISONING-BARBITURATES",65535
"967.1","POISONING-CHLORAL HYDRAT",65535
"967.2","POISONING-PARALDEHYDE",65535
"967.3","POISONING-BROMINE COMPND",65535
"967.4","POISONING-METHAQUALONE",65535
"967.5","POISONING-GLUTETHIMIDE",65535
"967.6","POISON-MIX SEDATIVE NEC",65535
"967.8","POIS-SEDATIVE/HYPNOT NEC",65535
"967.9","POIS-SEDATIVE/HYPNOT NOS",65535
"968","POISONING-CNS DEPRESSANT",0
"968.0","POIS-CNS MUSCLE DEPRESS",65535
"968.1","POISONING-HALOTHANE",65535
"968.2","POISON-GAS ANESTHET NEC",65535
"968.3","POISON-INTRAVEN ANESTHET",65535
"968.4","POIS-GEN ANESTH NEC/NOS",65535
"968.5","POIS-TOPIC/INFILT ANESTH",65535
"968.6","POIS-NERVE/PLEX-BLK ANES",65535
"968.7","POISON-SPINAL ANESTHETIC",65535
"968.9","POIS-LOCAL ANEST NEC/NOS",65535
"969","POISON-PSYCHOTROPIC AGT*",0
"969.0","POISONING-ANTIDEPRESSANT",65535
"969.1","POIS-PHENOTHIAZINE TRANQ",65535
"969.2","POIS-BUTYROPHENONE TRANQ",65535
"969.3","POISON-ANTIPSYCHOTIC NEC",65535
"969.4","POIS-BENZODIAZEPINE TRAN",65535
"969.5","POISON-TRANQUILIZER NEC",65535
"969.6","POISONING-HALLUCINOGENS",65535
"969.7","POISON-PSYCHOSTIMULANTS",65535
"969.8","POISON-PSYCHOTROPIC NEC",65535
"969.9","POISON-PSYCHOTROPIC NOS",65535
"970","POISONING-CNS STIMULANTS",0
"970.0","POISONING-ANALEPTICS",65535
"970.1","POISON-OPIATE ANTAGONIST",65535
