Ingredient|DF;Route||Trade_Name|Applicant|Strength|Appl_Type|Appl_No|Product_No|TE_Code|Approval_Date|RLD|Type|Applicant_Full_Name
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|ACTAVIS TOTOWA|EQ 40MG BASE|A|076459|004|AB|Dec 22, 2004|No|RX|ACTAVIS TOTOWA LLC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|ACTAVIS TOTOWA|EQ 5MG BASE|A|076459|001|AB|Dec 22, 2004|No|RX|ACTAVIS TOTOWA LLC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|APOTEX|EQ 10MG BASE|A|076240|002|AB|Jan 26, 2006|No|RX|APOTEX INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|APOTEX|EQ 20MG BASE|A|076240|003|AB|Jan 26, 2006|No|RX|APOTEX INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|APOTEX|EQ 40MG BASE|A|076240|004|AB|Jan 26, 2006|No|RX|APOTEX INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|APOTEX|EQ 5MG BASE|A|076240|001|AB|Jan 26, 2006|No|RX|APOTEX INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|GENPHARM|EQ 10MG BASE|A|076036|002|AB|Jan 28, 2005|No|RX|GENPHARM INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|GENPHARM|EQ 20MG BASE|A|076036|003|AB|Jan 28, 2005|No|RX|GENPHARM INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|GENPHARM|EQ 40MG BASE|A|076036|004|AB|Jan 28, 2005|No|RX|GENPHARM INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|GENPHARM|EQ 5MG BASE|A|076036|001|AB|Jan 28, 2005|No|RX|GENPHARM INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|INVAGEN PHARMS|EQ 10MG BASE|A|078457|002|AB|Aug 24, 2007|No|RX|INVAGEN PHARMACEUTICALS INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|INVAGEN PHARMS|EQ 20MG BASE|A|078457|003|AB|Aug 24, 2007|No|RX|INVAGEN PHARMACEUTICALS INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|INVAGEN PHARMS|EQ 40MG BASE|A|078457|004|AB|Aug 24, 2007|No|RX|INVAGEN PHARMACEUTICALS INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|INVAGEN PHARMS|EQ 5MG BASE|A|078457|001|AB|Aug 24, 2007|No|RX|INVAGEN PHARMACEUTICALS INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|LUPIN|EQ 10MG BASE|A|077690|002|AB|Jun 20, 2006|No|RX|LUPIN LTD
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|LUPIN|EQ 20MG BASE|A|077690|003|AB|Jun 20, 2006|No|RX|LUPIN LTD
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|LUPIN|EQ 40MG BASE|A|077690|004|AB|Jun 20, 2006|No|RX|LUPIN LTD
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|LUPIN|EQ 5MG BASE|A|077690|001|AB|Jun 20, 2006|No|RX|LUPIN LTD
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|MYLAN|EQ 10MG BASE|A|076694|002|AB|Dec 23, 2004|No|RX|MYLAN PHARMACEUTICALS INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|MYLAN|EQ 20MG BASE|A|076694|003|AB|Dec 23, 2004|No|RX|MYLAN PHARMACEUTICALS INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|MYLAN|EQ 40MG BASE|A|076694|004|AB|Dec 23, 2004|No|RX|MYLAN PHARMACEUTICALS INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|MYLAN|EQ 5MG BASE|A|076694|001|AB|Dec 23, 2004|No|RX|MYLAN PHARMACEUTICALS INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|RANBAXY|EQ 10MG BASE|A|076607|002|AB|Dec 15, 2004|No|RX|RANBAXY LABORATORIES LTD
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|RANBAXY|EQ 20MG BASE|A|076607|003|AB|Dec 15, 2004|No|RX|RANBAXY LABORATORIES LTD
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|RANBAXY|EQ 40MG BASE|A|076607|004|AB|Dec 15, 2004|No|RX|RANBAXY LABORATORIES LTD
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|RANBAXY|EQ 5MG BASE|A|076607|001|AB|Dec 15, 2004|No|RX|RANBAXY LABORATORIES LTD
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|SANDOZ|EQ 10MG BASE|A|076803|002|AB|Mar 2, 2005|No|RX|SANDOZ INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|SANDOZ|EQ 20MG BASE|A|076803|003|AB|Mar 2, 2005|No|RX|SANDOZ INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|SANDOZ|EQ 40MG BASE|A|076803|004|AB|Mar 2, 2005|No|RX|SANDOZ INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|SANDOZ|EQ 5MG BASE|A|076803|001|AB|Mar 2, 2005|No|RX|SANDOZ INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|SUN PHARM INDS LTD|EQ 10MG BASE|A|090800|002|AB|Jun 18, 2009|No|RX|SUN PHARMACEUTICAL INDUSTRIES LTD
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|SUN PHARM INDS LTD|EQ 20MG BASE|A|090800|003|AB|Jun 18, 2009|No|RX|SUN PHARMACEUTICAL INDUSTRIES LTD
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|SUN PHARM INDS LTD|EQ 40MG BASE|A|090800|004|AB|Jun 18, 2009|No|RX|SUN PHARMACEUTICAL INDUSTRIES LTD
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|SUN PHARM INDS LTD|EQ 5MG BASE|A|090800|001|AB|Jun 18, 2009|No|RX|SUN PHARMACEUTICAL INDUSTRIES LTD
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|TEVA|EQ 10MG BASE|A|075504|002|AB|Aug 24, 2007|No|RX|TEVA PHARMACEUTICALS USA INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|TEVA|EQ 20MG BASE|A|075504|003|AB|Aug 24, 2007|No|RX|TEVA PHARMACEUTICALS USA INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|TEVA|EQ 40MG BASE|A|075504|004|AB|Aug 24, 2007|No|RX|TEVA PHARMACEUTICALS USA INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|TEVA|EQ 5MG BASE|A|075504|001|AB|Aug 24, 2007|No|RX|TEVA PHARMACEUTICALS USA INC
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|WATSON LABS FLORIDA|EQ 10MG BASE|A|076049|002|AB|Jan 14, 2005|No|RX|WATSON LABORATORIES INC FLORIDA
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|WATSON LABS FLORIDA|EQ 20MG BASE|A|076049|003|AB|Jan 14, 2005|No|RX|WATSON LABORATORIES INC FLORIDA
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|WATSON LABS FLORIDA|EQ 40MG BASE|A|076049|004|AB|Jan 14, 2005|No|RX|WATSON LABORATORIES INC FLORIDA
QUINAPRIL HYDROCHLORIDE|TABLET|ORAL|QUINAPRIL HYDROCHLORIDE|WATSON LABS FLORIDA|EQ 5MG BASE|A|076049|001|AB|Jan 14, 2005|No|RX|WATSON LABORATORIES INC FLORIDA
QUINESTROL|TABLET|ORAL|ESTROVIS|PARKE DAVIS|0.1MG|N|016768|002||Approved Prior to Jan 1, 1982|No|DISCN|PARKE DAVIS DIV WARNER LAMBERT CO
QUINESTROL|TABLET|ORAL|ESTROVIS|PARKE DAVIS|0.2MG|N|016768|003||Approved Prior to Jan 1, 1982|No|DISCN|PARKE DAVIS DIV WARNER LAMBERT CO
QUINETHAZONE|TABLET|ORAL|HYDROMOX|LEDERLE|50MG|N|013264|001||Approved Prior to Jan 1, 1982|No|DISCN|LEDERLE LABORATORIES DIV AMERICAN CYANAMID CO
QUINETHAZONE,RESERPINE|TABLET|ORAL|HYDROMOX R|LEDERLE|50MG,0.125MG|N|013927|001||Approved Prior to Jan 1, 1982|No|DISCN|LEDERLE LABORATORIES DIV AMERICAN CYANAMID CO
QUINIDINE GLUCONATE|INJECTABLE|INJECTION|QUINIDINE GLUCONATE|LILLY|80MG/ML|N|007529|002||Feb 10, 1989|Yes|RX|ELI LILLY AND CO
QUINIDINE GLUCONATE|TABLET, EXTENDED RELEASE|ORAL|DURAQUIN|WARNER CHILCOTT|330MG|N|017917|001||Approved Prior to Jan 1, 1982|No|DISCN|WARNER CHILCOTT DIV WARNER LAMBERT CO
QUINIDINE GLUCONATE|TABLET, EXTENDED RELEASE|ORAL|QUINAGLUTE|BAYER HLTHCARE|324MG|N|016647|001||Approved Prior to Jan 1, 1982|No|DISCN|BAYER HEALTHCARE PHARMACEUTICALS INC
QUINIDINE GLUCONATE|TABLET, EXTENDED RELEASE|ORAL|QUINALAN|LANNETT|324MG|A|088081|001||Feb 10, 1986|No|DISCN|LANNETT CO INC
QUINIDINE GLUCONATE|TABLET, EXTENDED RELEASE|ORAL|QUINATIME|WATSON LABS|324MG|A|087448|001||Approved Prior to Jan 1, 1982|No|DISCN|WATSON LABORATORIES INC
QUINIDINE GLUCONATE|TABLET, EXTENDED RELEASE|ORAL|QUINIDINE GLUCONATE|ASCOT|324MG|A|088582|001||Jun 17, 1985|No|DISCN|ASCOT HOSP PHARMACEUTICALS INC DIV TRAVENOL LABORATORIES INC
QUINIDINE GLUCONATE|TABLET, EXTENDED RELEASE|ORAL|QUINIDINE GLUCONATE|HALSEY|324MG|A|089476|001||Apr 10, 1987|No|DISCN|HALSEY DRUG CO INC
QUINIDINE GLUCONATE|TABLET, EXTENDED RELEASE|ORAL|QUINIDINE GLUCONATE|MUTUAL PHARM|324MG|A|089338|001|BX|Feb 11, 1987|Yes|RX|MUTUAL PHARMACEUTICAL CO INC
QUINIDINE GLUCONATE|TABLET, EXTENDED RELEASE|ORAL|QUINIDINE GLUCONATE|ROXANE|324MG|A|088431|001||Jan 6, 1984|No|DISCN|ROXANE LABORATORIES INC
QUINIDINE GLUCONATE|TABLET, EXTENDED RELEASE|ORAL|QUINIDINE GLUCONATE|SANDOZ|324MG|A|089894|001||Dec 15, 1988|No|DISCN|SANDOZ INC
QUINIDINE GLUCONATE|TABLET, EXTENDED RELEASE|ORAL|QUINIDINE GLUCONATE|SUPERPHARM|324MG|A|089164|001||Nov 21, 1985|No|DISCN|SUPERPHARM CORP
QUINIDINE GLUCONATE|TABLET, EXTENDED RELEASE|ORAL|QUINIDINE GLUCONATE|WATSON LABS|324MG|A|087785|001||Jan 24, 1983|No|DISCN|WATSON LABORATORIES INC
QUINIDINE GLUCONATE|TABLET, EXTENDED RELEASE|ORAL|QUINIDINE GLUCONATE|WATSON LABS|324MG|A|087810|001|BX|Sep 29, 1982|No|RX|WATSON LABORATORIES INC
QUINIDINE GLUCONATE|TABLET|ORAL|QUINACT|BAYER HLTHCARE|266MG|A|085978|001||Approved Prior to Jan 1, 1982|No|DISCN|BAYER HEALTHCARE PHARMACEUTICALS INC
QUINIDINE GLUCONATE|TABLET|ORAL|QUINACT|BAYER HLTHCARE|400MG|A|086099|001||Approved Prior to Jan 1, 1982|No|DISCN|BAYER HEALTHCARE PHARMACEUTICALS INC
QUINIDINE POLYGALACTURONATE|TABLET|ORAL|CARDIOQUIN|PHARM RES ASSOC|275MG|N|011642|002||Approved Prior to Jan 1, 1982|No|DISCN|PHARMACEUTICAL RESEARCH ASSOC INC
QUINIDINE SULFATE|CAPSULE|ORAL|CIN-QUIN|SOLVAY|200MG|A|085296|001||Approved Prior to Jan 1, 1982|No|DISCN|SOLVAY PHARMACEUTICALS
QUINIDINE SULFATE|CAPSULE|ORAL|CIN-QUIN|SOLVAY|300MG|A|085297|001||Approved Prior to Jan 1, 1982|No|DISCN|SOLVAY PHARMACEUTICALS
QUINIDINE SULFATE|CAPSULE|ORAL|QUINIDINE SULFATE|LILLY|200MG|A|085103|001||Approved Prior to Jan 1, 1982|No|DISCN|ELI LILLY AND CO
QUINIDINE SULFATE|TABLET, EXTENDED RELEASE|ORAL|QUINIDEX|WYETH PHARMS INC|300MG|N|012796|002||Approved Prior to Jan 1, 1982|No|DISCN|WYETH PHARMACEUTICALS INC
QUINIDINE SULFATE|TABLET, EXTENDED RELEASE|ORAL|QUINIDINE SULFATE|TEVA PHARMS|300MG|A|040045|001||Jun 30, 1994|Yes|RX|TEVA PHARMACEUTICALS USA
QUINIDINE SULFATE|TABLET|ORAL|CIN-QUIN|SOLVAY|100MG|A|085299|001||Approved Prior to Jan 1, 1982|No|DISCN|SOLVAY PHARMACEUTICALS
QUINIDINE SULFATE|TABLET|ORAL|CIN-QUIN|SOLVAY|200MG|A|084932|001||Approved Prior to Jan 1, 1982|No|DISCN|SOLVAY PHARMACEUTICALS
QUINIDINE SULFATE|TABLET|ORAL|CIN-QUIN|SOLVAY|300MG|A|085298|001||Approved Prior to Jan 1, 1982|No|DISCN|SOLVAY PHARMACEUTICALS
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|BARR|200MG|A|084177|001||Approved Prior to Jan 1, 1982|No|DISCN|BARR LABORATORIES INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|CLONMEL HLTHCARE|200MG|A|087011|001||Approved Prior to Jan 1, 1982|No|DISCN|CLONMEL HEALTHCARE LTD
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|ELKINS SINN|200MG|A|083622|001||Approved Prior to Jan 1, 1982|No|DISCN|ELKINS SINN DIV AH ROBINS CO INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|EVERYLIFE|200MG|A|083439|001||Approved Prior to Jan 1, 1982|No|DISCN|EVERYLIFE
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|HALSEY|200MG|A|083583|001||Approved Prior to Jan 1, 1982|No|DISCN|HALSEY DRUG CO INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|IMPAX LABS|200MG|A|083347|001||Approved Prior to Jan 1, 1982|No|DISCN|IMPAX LABORATORIES INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|IVAX SUB TEVA PHARMS|200MG|A|084549|001||Approved Prior to Jan 1, 1982|No|DISCN|IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|KING PHARMS|200MG|A|085175|001||Approved Prior to Jan 1, 1982|No|DISCN|KING PHARMACEUTICALS INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|KV PHARM|200MG|A|085276|001||Approved Prior to Jan 1, 1982|No|DISCN|KV PHARMACEUTICAL CO
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|LANNETT|200MG|A|083743|001||Approved Prior to Jan 1, 1982|No|DISCN|LANNETT CO INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|LEDERLE|200MG|A|086176|001||Approved Prior to Jan 1, 1982|No|DISCN|LEDERLE LABORATORIES DIV AMERICAN CYANAMID CO
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|LEINER|200MG|A|083808|001||Approved Prior to Jan 1, 1982|No|DISCN|LEINER HEALTH PRODUCTS INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|LILLY|200MG|A|085038|001||Approved Prior to Jan 1, 1982|No|DISCN|ELI LILLY AND CO
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|MUTUAL PHARM|100MG|A|081029|001||Apr 14, 1989|No|DISCN|MUTUAL PHARMACEUTICAL CO INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|MUTUAL PHARM|200MG|A|081030|001|AB|Apr 14, 1989|No|RX|MUTUAL PHARMACEUTICAL CO INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|MUTUAL PHARM|300MG|A|081031|001|AB|Apr 14, 1989|No|RX|MUTUAL PHARMACEUTICAL CO INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|PERRIGO|200MG|A|085322|001||Approved Prior to Jan 1, 1982|No|DISCN|L PERRIGO CO
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|PHARMAVITE|200MG|A|084627|001||Approved Prior to Jan 1, 1982|No|DISCN|PHARMAVITE PHARMACEUTICALS
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|PUREPAC PHARM|200MG|A|084003|001||Approved Prior to Jan 1, 1982|No|DISCN|PUREPAC PHARMACEUTICAL CO
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|ROXANE|200MG|A|083640|001||Approved Prior to Jan 1, 1982|No|DISCN|ROXANE LABORATORIES INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|ROXANE|300MG|A|085632|001||Approved Prior to Jan 1, 1982|No|DISCN|ROXANE LABORATORIES INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|SANDOZ|200MG|A|084631|001||Approved Prior to Jan 1, 1982|No|DISCN|SANDOZ INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|SANDOZ|200MG|A|084914|001||Approved Prior to Jan 1, 1982|No|DISCN|SANDOZ INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|SANDOZ|200MG|A|088072|002|AB|Approved Prior to Jan 1, 1982|No|RX|SANDOZ INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|SANDOZ|300MG|A|088072|001|AB|Sep 26, 1983|No|RX|SANDOZ INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|SANDOZ|300MG|A|089839|001||Sep 29, 1988|No|DISCN|SANDOZ INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|SCHERER LABS|200MG|A|085068|001||Approved Prior to Jan 1, 1982|No|DISCN|SCHERER LABORATORIES INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|SUPERPHARM|200MG|A|088973|001||Apr 10, 1985|No|DISCN|SUPERPHARM CORP
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|USL PHARMA|200MG|A|087837|001||Apr 14, 1982|No|DISCN|USL PHARMA INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|VALEANT PHARM INTL|200MG|A|083393|001||Approved Prior to Jan 1, 1982|No|DISCN|VALEANT PHARMACEUTICALS INTERNATIONAL
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|VANGARD|200MG|A|087909|001||Jul 13, 1982|No|DISCN|VANGARD LABORATORIES INC DIV MIDWAY MEDICAL CO
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|VINTAGE PHARMS|200MG|A|083963|001||Approved Prior to Jan 1, 1982|No|DISCN|VINTAGE PHARMACEUTICALS INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|WARNER CHILCOTT|200MG|A|083879|001||Approved Prior to Jan 1, 1982|No|DISCN|WARNER CHILCOTT DIV WARNER LAMBERT CO
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|WATSON LABS|100MG|A|085584|001||Approved Prior to Jan 1, 1982|No|DISCN|WATSON LABORATORIES INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|WATSON LABS|200MG|A|083288|001|AB|Approved Prior to Jan 1, 1982|Yes|RX|WATSON LABORATORIES INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|WATSON LABS|200MG|A|085140|002||Approved Prior to Jan 1, 1982|No|DISCN|WATSON LABORATORIES INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|WATSON LABS|300MG|A|085583|001|AB|Approved Prior to Jan 1, 1982|Yes|RX|WATSON LABORATORIES INC
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|WEST WARD|200MG|A|083862|001||Approved Prior to Jan 1, 1982|No|DISCN|WEST WARD PHARMACEUTICAL CORP
QUINIDINE SULFATE|TABLET|ORAL|QUINIDINE SULFATE|WHITEWORTH TOWN PLSN|200MG|A|085444|001||Approved Prior to Jan 1, 1982|No|DISCN|WHITEWORTH TOWNE PAULSEN INC
QUINIDINE SULFATE|TABLET|ORAL|QUINORA|KEY PHARMS|200MG|A|083576|001||Approved Prior to Jan 1, 1982|No|DISCN|KEY PHARMACEUTICALS INC SUB SCHERING PLOUGH CORP
QUINIDINE SULFATE|TABLET|ORAL|QUINORA|SCHERING|300MG|A|085222|001||Approved Prior to Jan 1, 1982|No|DISCN|SCHERING CORP
QUININE SULFATE|CAPSULE|ORAL|QUALAQUIN|AR HOLDING CO INC|324MG|N|021799|001||Aug 12, 2005|Yes|RX|AR HOLDING CO INC
RABEPRAZOLE SODIUM|TABLET, DELAYED RELEASE|ORAL|ACIPHEX|EISAI INC|10MG |N|020973|001||May 29, 2002|No|DISCN|EISAI INC
RABEPRAZOLE SODIUM|TABLET, DELAYED RELEASE|ORAL|ACIPHEX|EISAI INC|20MG|N|020973|002||Aug 19, 1999|Yes|RX|EISAI INC
RABEPRAZOLE SODIUM|TABLET, DELAYED RELEASE|ORAL|RABEPRAZOLE SODIUM|TEVA|20MG|A|076822|001||Feb 21, 2007|No|DISCN|TEVA PHARMACEUTICALS USA INC
RALOXIFENE HYDROCHLORIDE|TABLET|ORAL|EVISTA|LILLY|60MG|N|020815|001||Dec 9, 1997|Yes|RX|ELI LILLY AND CO
RALTEGRAVIR POTASSIUM|TABLET|ORAL|ISENTRESS|MERCK SHARP DOHME|EQ 400MG BASE|N|022145|001||Oct 12, 2007|Yes|RX|MERCK SHARP AND DOHME CORP
RAMELTEON|TABLET|ORAL|ROZEREM|TAKEDA GLOBAL|8MG|N|021782|001||Jul 22, 2005|Yes|RX|TAKEDA GLOBAL RESEARCH DEVELOPMENT CENTER INC
RAMIPRIL|CAPSULE|ORAL|ALTACE|KING PHARMS|1.25MG|N|019901|001|AB|Jan 28, 1991|No|RX|KING PHARMACEUTICALS INC
RAMIPRIL|CAPSULE|ORAL|ALTACE|KING PHARMS|10MG|N|019901|004|AB|Jan 28, 1991|Yes|RX|KING PHARMACEUTICALS INC
RAMIPRIL|CAPSULE|ORAL|ALTACE|KING PHARMS|2.5MG|N|019901|002|AB|Jan 28, 1991|No|RX|KING PHARMACEUTICALS INC
RAMIPRIL|CAPSULE|ORAL|ALTACE|KING PHARMS|5MG|N|019901|003|AB|Jan 28, 1991|No|RX|KING PHARMACEUTICALS INC
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|ACTAVIS ELIZABETH|1.25MG|A|077513|001|AB|Jun 18, 2008|No|RX|ACTAVIS ELIZABETH LLC
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|ACTAVIS ELIZABETH|10MG|A|077513|004|AB|Jun 18, 2008|No|RX|ACTAVIS ELIZABETH LLC
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|ACTAVIS ELIZABETH|2.5MG|A|077513|002|AB|Jun 18, 2008|No|RX|ACTAVIS ELIZABETH LLC
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|ACTAVIS ELIZABETH|5MG|A|077513|003|AB|Jun 18, 2008|No|RX|ACTAVIS ELIZABETH LLC
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|APOTEX|1.25MG|A|079116|001|AB|Jun 20, 2008|No|RX|APOTEX INC
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|APOTEX|10MG|A|079116|004|AB|Jun 20, 2008|No|RX|APOTEX INC
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|APOTEX|2.5MG|A|079116|002|AB|Jun 20, 2008|No|RX|APOTEX INC
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|APOTEX|5MG|A|079116|003|AB|Jun 20, 2008|No|RX|APOTEX INC
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|CIPLA|1.25MG|A|077004|001|AB|Aug 7, 2008|No|RX|CIPLA LTD
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|CIPLA|10MG|A|077004|004|AB|Aug 7, 2008|No|RX|CIPLA LTD
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|CIPLA|2.5MG|A|077004|002|AB|Aug 7, 2008|No|RX|CIPLA LTD
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|CIPLA|5MG|A|077004|003|AB|Aug 7, 2008|No|RX|CIPLA LTD
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|COBALT LABS INC|1.25MG|A|076549|001|AB|Oct 24, 2005|No|RX|COBALT LABORATORIES INC
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|COBALT LABS INC|10MG|A|076549|004|AB|Oct 24, 2005|No|RX|COBALT LABORATORIES INC
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|COBALT LABS INC|2.5MG|A|076549|002|AB|Oct 24, 2005|No|RX|COBALT LABORATORIES INC
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|COBALT LABS INC|5MG|A|076549|003|AB|Oct 24, 2005|No|RX|COBALT LABORATORIES INC
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|DR REDDYS LABS LTD|1.25MG|A|078191|001|AB|Jun 18, 2008|No|RX|DR REDDYS LABORATORIES LTD
RAMIPRIL|CAPSULE|ORAL|RAMIPRIL|DR REDDYS LABS LTD|10MG|A|078191|004|AB|Jun 18, 2008|No|RX|DR REDDYS LABORATORIES LTD
